project_id,project_name,original_contract_value,contract_date,substantial_completion_date,retention_pct,payment_terms,gc_name,architect,engineer_of_record,original_duration_days,project_type,sov_total_scheduled_value,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,total_estimated_cost,total_cos,approved_cos,rejected_cos,total_co_value,approved_co_value,rejected_co_value,upstream_design_cos,co_rejection_rate_pct,upstream_design_co_pct,revised_contract_value,builtin_margin_usd,builtin_margin_pct
PRJ-2020-181,Oklahoma City Medical Campus - New HVAC Installation,37213000,2020-03-07,2021-07-15,0.1,Net 30,Skanska USA,Perkins&Will,ARUP,495,Large,37213000,20731100,7910500,9800200,2553800,40995600,7,6,1,3975500,4279800,-304300.0,3.0,14.3,42.9,41492800,-3782600,-10.16
PRJ-2020-182,Houston Office Park - Core & Shell MEP,7358000,2020-03-22,2021-09-07,0.1,Net 30,JE Dunn,HKS,ARUP,534,Medium,7358000,3344100,1380600,2106400,440200,7271300,11,6,5,1615000,960300,654700.0,8.0,45.5,72.7,8318300,86700,1.18
PRJ-2020-183,Kansas City Elementary Campus - Climate Systems,14144000,2020-02-14,2022-05-14,0.1,Net 30,Turner Construction,SmithGroup,Henderson Engineers,820,Medium,14144000,7500500,3198800,3251600,902200,14853100,18,13,5,2678500,2204300,474200.0,2.0,27.8,11.1,16348300,-709100,-5.01
PRJ-2020-184,San Antonio Cloud Campus Phase 1 - Cooling,5820000,2020-01-26,2022-04-30,0.1,Net 30,Skanska USA,Gensler,ARUP,825,Medium,5820000,2753400,1141300,1338600,306200,5539500,13,12,1,1058000,958500,99500.0,3.0,7.7,23.1,6778500,280500,4.82
PRJ-2020-185,Baltimore Apartment Complex - MEP,3792000,2020-03-24,2021-10-09,0.1,Net 30,DPR Construction,HKS,ARUP,564,Small,3792000,1968300,814800,910400,231600,3925100,7,4,3,325200,188300,136900.0,3.0,42.9,42.9,3980300,-133100,-3.51
PRJ-2020-186,Atlanta Medical Campus - New HVAC Installation,27278000,2020-01-20,2021-03-04,0.1,Net 30,Turner Construction,Perkins&Will,ARUP,409,Large,27278000,13969800,5396500,7162100,1474900,28003300,9,5,4,2965600,1919600,1046000.0,1.0,44.4,11.1,29197600,-725300,-2.66
PRJ-2020-187,Las Vegas Corporate Campus - HVAC Systems,10850000,2020-02-08,2021-07-29,0.1,Net 30,DPR Construction,HOK,ARUP,537,Medium,10850000,5648300,2292200,2620400,623400,11184300,7,6,1,593400,663000,-69600.0,1.0,14.3,14.3,11513000,-334300,-3.08
PRJ-2020-188,Kansas City Unified School District - HVAC Modernization,7817000,2020-01-23,2021-07-01,0.1,Net 30,Skanska USA,HOK,WSP,525,Medium,7817000,4204700,1758200,1821900,518700,8303500,15,14,1,1984300,2066200,-81900.0,8.0,6.7,53.3,9883200,-486500,-6.22
PRJ-2020-189,Salt Lake City Colocation Facility - HVAC,25784000,2020-02-28,2022-01-31,0.1,Net 30,DPR Construction,HOK,Henderson Engineers,703,Large,25784000,12781700,5171900,6486400,1607400,26047400,11,8,3,3063700,2307900,755800.0,3.0,27.3,27.3,28091900,-263400,-1.02
PRJ-2020-190,Oklahoma City Residential Tower - HVAC Systems,6390000,2020-01-03,2021-01-22,0.1,Net 30,Skanska USA,Perkins&Will,Henderson Engineers,385,Medium,6390000,3091500,1268700,1355500,340400,6056100,7,7,0,660600,660600,,2.0,0.0,28.6,7050600,333900,5.23
PRJ-2020-191,Phoenix Medical Campus - New HVAC Installation,46534000,2020-03-05,2020-12-12,0.1,Net 30,DPR Construction,SmithGroup,ARUP,282,Large,46534000,22965900,9888700,9010000,2995300,44859900,12,11,1,6881700,5915800,965900.0,2.0,8.3,16.7,52449800,1674100,3.6
PRJ-2020-192,Houston Corporate Campus - HVAC Systems,16402000,2020-01-17,2021-09-13,0.1,Net 30,DPR Construction,Perkins&Will,AEI,605,Medium,16402000,8987800,3894600,4346000,952400,18180800,9,5,4,2415600,1043300,1372300.0,3.0,44.4,33.3,17445300,-1778800,-10.85
PRJ-2020-193,Boston Middle School - HVAC Systems,14923000,2020-03-09,2022-04-09,0.1,Net 30,JE Dunn,SmithGroup,WSP,761,Medium,14923000,7045100,2296900,3485600,916400,13744000,20,18,2,5055000,4387400,667600.0,4.0,10.0,20.0,19310400,1179000,7.9
PRJ-2020-194,Salt Lake City Data Center - Precision Cooling Systems,19531000,2020-02-03,2020-11-10,0.1,Net 30,JE Dunn,HOK,Henderson Engineers,281,Medium,19531000,10294400,3750700,5045300,1179400,20269800,6,4,2,1973100,1030400,942700.0,,33.3,0.0,20561400,-738800,-3.78
PRJ-2020-195,San Antonio Senior Living - HVAC Upgrade,16764000,2020-03-05,2021-07-03,0.1,Net 30,DPR Construction,HKS,Henderson Engineers,485,Medium,16764000,8382200,3223200,4355300,1027900,16988600,18,13,5,3740500,3216600,523900.0,5.0,27.8,27.8,19980600,-224600,-1.34
PRJ-2020-196,Baltimore Surgery Center - Climate Control,35312000,2020-01-08,2021-10-25,0.1,Net 30,Mortenson,Gensler,WSP,656,Large,35312000,17120200,6229100,9630900,2011700,34991900,17,12,5,7274100,4798500,2475600.0,4.0,29.4,23.5,40110500,320100,0.91
PRJ-2020-197,Chicago Corporate Campus - HVAC Systems,2640000,2020-02-11,2020-12-28,0.1,Net 30,JE Dunn,HOK,AEI,321,Small,2640000,1395300,536100,562500,174400,2668300,8,6,2,204700,234600,-29900.0,2.0,25.0,25.0,2874600,-28300,-1.07
PRJ-2020-198,Minneapolis Elementary Campus - Climate Systems,10617000,2020-03-22,2021-04-05,0.1,Net 30,JE Dunn,HKS,Henderson Engineers,379,Medium,10617000,5603100,2439500,2697300,656300,11396200,12,9,3,1673500,1292400,381100.0,3.0,25.0,25.0,11909400,-779200,-7.34
PRJ-2020-199,Cincinnati Data Center - Precision Cooling Systems,17456000,2020-01-09,2021-05-14,0.1,Net 30,Skanska USA,SmithGroup,Henderson Engineers,491,Medium,17456000,8940700,3844200,4306200,1092600,18183700,6,4,2,1580500,713600,866900.0,3.0,33.3,50.0,18169600,-727700,-4.17
PRJ-2020-200,Boston Senior Living - HVAC Upgrade,4488000,2020-01-03,2021-01-23,0.1,Net 30,JE Dunn,HOK,WSP,386,Small,4488000,2436600,968000,1114600,290100,4809300,7,6,1,743400,690500,52900.0,1.0,14.3,14.3,5178500,-321300,-7.16
PRJ-2020-201,Raleigh Regional Medical Center - HVAC Upgrade,43769000,2020-01-04,2021-05-31,0.1,Net 30,DPR Construction,HOK,WSP,513,Large,43769000,24605100,9239600,10824200,2833200,47502100,14,12,2,7953800,6868500,1085300.0,1.0,14.3,7.1,50637500,-3733100,-8.53
PRJ-2020-202,Salt Lake City Corporate Campus - HVAC Systems,27217000,2020-02-05,2022-03-24,0.1,Net 30,DPR Construction,HKS,AEI,778,Large,27217000,12669100,5284700,5617400,1528000,25099200,20,16,4,8138900,6492200,1646700.0,9.0,20.0,45.0,33709200,2117800,7.78
PRJ-2020-203,San Antonio High School - New Construction,4570000,2020-01-21,2022-04-22,0.1,Net 30,DPR Construction,HKS,ARUP,822,Small,4570000,1711600,731100,825300,209100,3477100,17,14,3,1055200,926000,129200.0,7.0,17.6,41.2,5496000,1092900,23.91
PRJ-2020-204,Sacramento Edge Data Center - Thermal Management,22017000,2020-02-17,2021-03-18,0.1,Net 30,Turner Construction,HOK,Syska Hennessy,395,Large,22017000,10978600,4611700,5312600,1416500,22319400,9,4,5,2735300,925800,1809500.0,2.0,55.6,22.2,22942800,-302400,-1.37
PRJ-2020-205,Atlanta Apartment Complex - MEP,7258000,2020-01-28,2022-02-25,0.1,Net 30,Turner Construction,HOK,WSP,759,Medium,7258000,3754100,1665200,1752900,423900,7596100,13,10,3,766000,565000,201000.0,1.0,23.1,7.7,7823000,-338100,-4.66
PRJ-2020-206,Pittsburgh Medical Campus - New HVAC Installation,19628000,2020-02-21,2021-06-23,0.1,Net 30,Skanska USA,Gensler,WSP,488,Medium,19628000,10335600,3935100,4905800,1254100,20430600,12,9,3,4065600,2675400,1390200.0,5.0,25.0,41.7,22303400,-802600,-4.09
PRJ-2020-207,Salt Lake City Office Park - Core & Shell MEP,3989000,2020-03-13,2020-10-31,0.1,Net 30,Mortenson,Perkins&Will,WSP,232,Small,3989000,2036100,766000,1017400,268700,4088200,4,4,0,157800,157800,,2.0,0.0,50.0,4146800,-99200,-2.49
PRJ-2020-208,Louisville High School - New Construction,13209000,2020-01-17,2021-10-17,0.1,Net 30,Turner Construction,SmithGroup,Syska Hennessy,639,Medium,13209000,7009400,2679400,3688900,779600,14157300,13,10,3,2095700,1182500,913200.0,7.0,23.1,53.8,14391500,-948300,-7.18
PRJ-2020-209,Phoenix Cloud Campus Phase 1 - Cooling,13910000,2020-01-31,2021-10-16,0.1,Net 30,JE Dunn,Perkins&Will,AEI,624,Medium,13910000,7555400,3244300,3406600,723600,14929900,7,5,2,1499700,1154900,344800.0,1.0,28.6,14.3,15064900,-1019900,-7.33
PRJ-2020-210,Boston Apartment Complex - MEP,15485000,2020-02-23,2020-12-23,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,304,Medium,15485000,8024200,3046200,3784100,986900,15841400,4,4,0,692700,692700,,1.0,0.0,25.0,16177700,-356400,-2.3
PRJ-2020-211,Las Vegas Regional Medical Center - HVAC Upgrade,39163000,2020-01-03,2021-06-18,0.1,Net 30,JE Dunn,HOK,AEI,532,Large,39163000,17722000,7171900,8604600,2068200,35566700,8,8,0,4908500,4908500,,1.0,0.0,12.5,44071500,3596300,9.18
PRJ-2020-212,Oklahoma City Corporate Campus - HVAC Systems,31617000,2020-01-07,2022-01-16,0.1,Net 30,JE Dunn,Perkins&Will,AEI,740,Large,31617000,16529800,5990700,8218100,2384900,33123500,20,16,4,8936900,7122700,1814200.0,7.0,20.0,35.0,38739700,-1506500,-4.76
PRJ-2020-213,Richmond Middle School - HVAC Systems,3162000,2020-01-03,2021-03-04,0.1,Net 30,Mortenson,Perkins&Will,ARUP,426,Small,3162000,1665700,776900,776100,209100,3427800,7,7,0,211900,211900,,2.0,0.0,28.6,3373900,-265800,-8.41
PRJ-2020-214,Raleigh Edge Data Center - Thermal Management,12266000,2020-01-15,2021-02-06,0.1,Net 30,JE Dunn,HKS,Henderson Engineers,388,Medium,12266000,5608200,2440100,2796200,775400,11619900,6,5,1,1067500,877200,190300.0,2.0,16.7,33.3,13143200,646100,5.27
PRJ-2020-215,Phoenix Residential Tower - HVAC Systems,25173000,2020-03-11,2021-08-29,0.1,Net 30,Skanska USA,Gensler,AEI,536,Large,25173000,12563300,5104500,6611300,1243000,25522100,14,11,3,4263000,3185300,1077700.0,3.0,21.4,21.4,28358300,-349100,-1.39
PRJ-2020-216,Kansas City Surgery Center - Climate Control,50756000,2020-02-18,2021-08-30,0.1,Net 30,JE Dunn,HOK,AEI,559,Mega,50756000,25110800,11173000,11074900,2509600,49868300,9,6,3,4546000,1578200,2967800.0,3.0,33.3,33.3,52334200,887700,1.75
PRJ-2020-217,Boston Corporate Campus - HVAC Systems,4321000,2020-01-29,2021-01-23,0.1,Net 30,Skanska USA,SmithGroup,WSP,360,Small,4321000,2186300,868100,1083200,277500,4415100,6,4,2,410900,273300,137600.0,1.0,33.3,16.7,4594300,-94100,-2.18
PRJ-2020-218,Portland Middle School - HVAC Systems,10797000,2020-03-11,2021-11-09,0.1,Net 30,JE Dunn,Perkins&Will,ARUP,608,Medium,10797000,5123300,2081100,2488000,597400,10289800,14,11,3,1412200,977500,434700.0,3.0,21.4,21.4,11774500,507200,4.7
PRJ-2020-219,Denver Cloud Campus Phase 1 - Cooling,26976000,2020-02-10,2021-09-30,0.1,Net 30,Mortenson,Gensler,AEI,598,Large,26976000,12962400,5495000,7238700,1664700,27360800,7,6,1,2731900,2473400,258500.0,2.0,14.3,28.6,29449400,-384800,-1.43
PRJ-2020-220,Portland Apartment Complex - MEP,16642000,2020-01-16,2021-12-21,0.1,Net 30,Skanska USA,HOK,Henderson Engineers,705,Medium,16642000,8139600,3946700,4129600,861100,17077000,11,6,5,2558900,1448700,1110200.0,2.0,45.5,18.2,18090700,-435000,-2.61
PRJ-2020-221,Kansas City Regional Medical Center - HVAC Upgrade,13847000,2020-02-04,2021-09-17,0.1,Net 30,DPR Construction,SmithGroup,ARUP,591,Medium,13847000,6961400,2709200,2934800,959300,13564700,15,12,3,2736600,2282300,454300.0,6.0,20.0,40.0,16129300,282300,2.04
PRJ-2020-222,Oklahoma City Corporate Campus - HVAC Systems,10170000,2020-02-23,2022-01-06,0.1,Net 30,Skanska USA,SmithGroup,ARUP,683,Medium,10170000,4791600,2014800,2101300,592600,9500300,11,8,3,1460400,767600,692800.0,2.0,27.3,18.2,10937600,669700,6.59
PRJ-2020-223,Atlanta High School - New Construction,7827000,2020-01-25,2021-02-04,0.1,Net 30,DPR Construction,Gensler,AEI,376,Medium,7827000,3884300,1568900,1855700,445200,7754100,12,5,7,875900,455900,420000.0,4.0,58.3,33.3,8282900,72900,0.93
PRJ-2020-224,San Antonio Edge Data Center - Thermal Management,17418000,2020-03-10,2021-05-25,0.1,Net 30,Skanska USA,HOK,ARUP,441,Medium,17418000,9039800,3785900,4507100,901200,18234000,10,8,2,2246400,1721900,524500.0,4.0,20.0,40.0,19139900,-816000,-4.68
PRJ-2020-225,Salt Lake City Residential Tower - HVAC Systems,5017000,2020-02-04,2021-08-26,0.1,Net 30,JE Dunn,Gensler,ARUP,569,Medium,5017000,2636700,1062600,1169900,289200,5158400,10,9,1,694900,574700,120200.0,5.0,10.0,50.0,5591700,-141400,-2.82
PRJ-2020-226,Nashville Regional Medical Center - HVAC Upgrade,52146000,2020-03-06,2021-09-07,0.1,Net 30,Turner Construction,SmithGroup,AEI,550,Mega,52146000,26540100,10254300,13383400,2786300,52964100,11,8,3,8085000,6235400,1849600.0,4.0,27.3,36.4,58381400,-818100,-1.57
PRJ-2020-227,Phoenix Mixed-Use Tower - Mechanical,27835000,2020-03-07,2021-06-30,0.1,Net 30,Mortenson,SmithGroup,Henderson Engineers,480,Large,27835000,13026100,6061000,6768600,1394700,27250400,14,6,8,3881100,1563300,2317800.0,3.0,57.1,21.4,29398300,584600,2.1
PRJ-2020-228,Oklahoma City Unified School District - HVAC Modernization,8395000,2020-01-24,2021-05-31,0.1,Net 30,JE Dunn,HKS,AEI,493,Medium,8395000,4063300,1757800,2025100,532700,8378900,6,4,2,665100,453300,211800.0,,33.3,0.0,8848300,16100,0.19
PRJ-2020-229,Denver Colocation Facility - HVAC,7202000,2020-01-25,2021-01-07,0.1,Net 30,Mortenson,HKS,Syska Hennessy,348,Medium,7202000,3648400,1475400,1697900,516900,7338600,6,4,2,1068200,724800,343400.0,1.0,33.3,16.7,7926800,-136600,-1.9
PRJ-2020-230,Atlanta Residential Tower - HVAC Systems,6912000,2020-02-13,2020-12-10,0.1,Net 30,DPR Construction,Gensler,Syska Hennessy,301,Medium,6912000,3744700,1464200,1687200,515200,7411300,3,2,1,178000,244300,-66300.0,1.0,33.3,33.3,7156300,-499300,-7.22
PRJ-2020-231,Houston Medical Campus - New HVAC Installation,11391000,2020-01-08,2021-08-25,0.1,Net 30,JE Dunn,HOK,Syska Hennessy,595,Medium,11391000,5563200,1976800,2900500,655700,11096200,20,14,6,3422500,2076500,1346000.0,6.0,30.0,30.0,13467500,294800,2.59
PRJ-2020-232,Minneapolis Corporate Campus - HVAC Systems,7301000,2020-03-14,2021-09-15,0.1,Net 30,JE Dunn,HOK,Syska Hennessy,550,Medium,7301000,3659200,1343800,1783700,398400,7185100,10,7,3,1142000,621100,520900.0,2.0,30.0,20.0,7922100,115900,1.59
PRJ-2020-233,Kansas City Middle School - HVAC Systems,4218000,2020-01-26,2021-06-22,0.1,Net 30,Skanska USA,HKS,AEI,513,Small,4218000,2097100,829500,1007800,259300,4193700,9,8,1,319400,276700,42700.0,3.0,11.1,33.3,4494700,24300,0.58
PRJ-2020-234,Pittsburgh Cloud Campus Phase 1 - Cooling,18348000,2020-01-09,2021-02-04,0.1,Net 30,DPR Construction,SmithGroup,ARUP,392,Medium,18348000,9012800,3707900,4655100,1191900,18567700,6,4,2,1694700,1021800,672900.0,,33.3,0.0,19369800,-219700,-1.2
PRJ-2020-235,Oklahoma City Senior Living - HVAC Upgrade,17688000,2020-02-02,2021-11-08,0.1,Net 30,Skanska USA,HKS,WSP,645,Medium,17688000,9094700,3964100,4399800,936900,18395500,14,11,3,3400900,3113700,287200.0,4.0,21.4,28.6,20801700,-707500,-4.0
PRJ-2020-236,Denver Regional Medical Center - HVAC Upgrade,12168000,2020-01-08,2020-11-16,0.1,Net 30,Turner Construction,HKS,AEI,313,Medium,12168000,6177400,2351400,3015100,859800,12403700,7,7,0,1315400,1315400,,1.0,0.0,14.3,13483400,-235700,-1.94
PRJ-2020-237,Sacramento Business Center - MEP Systems,33680000,2020-03-15,2021-06-10,0.1,Net 30,Skanska USA,HKS,Syska Hennessy,452,Large,33680000,15999300,6427300,7373400,2070500,31870500,7,5,2,2551100,2091800,459300.0,2.0,28.6,28.6,35771800,1809500,5.37
PRJ-2020-238,Nashville Middle School - HVAC Systems,9628000,2020-01-15,2021-03-26,0.1,Net 30,Turner Construction,SmithGroup,Henderson Engineers,436,Medium,9628000,4747400,1784100,2261900,622800,9416200,8,5,3,928900,645000,283900.0,2.0,37.5,25.0,10273000,211800,2.2
PRJ-2020-239,Nashville Edge Data Center - Thermal Management,25204000,2020-02-12,2021-04-27,0.1,Net 30,JE Dunn,Perkins&Will,Syska Hennessy,440,Large,25204000,13052000,5182100,5769400,1591100,25594600,15,11,4,6799700,4660800,2138900.0,7.0,26.7,46.7,29864800,-390600,-1.55
PRJ-2020-240,Atlanta Residential Tower - HVAC Systems,8580000,2020-03-10,2021-09-22,0.1,Net 30,JE Dunn,HKS,Syska Hennessy,561,Medium,8580000,4325600,1951200,1904600,518800,8700200,14,10,4,1843100,1267200,575900.0,6.0,28.6,42.9,9847200,-120200,-1.4
PRJ-2021-241,Portland Hospital - Mechanical Systems Renovation,21326000,2021-01-26,2022-08-15,0.1,Net 30,Mortenson,HKS,Henderson Engineers,566,Large,21326000,10607300,4298200,5007100,1253300,21165900,6,3,3,2043300,807200,1236100.0,,50.0,0.0,22133200,160100,0.75
PRJ-2021-242,Sacramento Office Park - Core & Shell MEP,12997000,2021-02-06,2022-06-27,0.1,Net 30,Turner Construction,HKS,ARUP,506,Medium,12997000,6388300,2763400,3400300,748200,13300200,11,7,4,2309700,1568200,741500.0,2.0,36.4,18.2,14565200,-303200,-2.33
PRJ-2021-243,Columbus Middle School - HVAC Systems,3832000,2021-01-31,2022-09-14,0.1,Net 30,Mortenson,SmithGroup,Syska Hennessy,591,Small,3832000,2100600,945000,910800,260800,4217200,20,12,8,1053200,572300,480900.0,6.0,40.0,30.0,4404300,-385200,-10.05
PRJ-2021-244,Minneapolis Colocation Facility - HVAC,13475000,2021-02-03,2022-08-30,0.1,Net 30,Turner Construction,Gensler,Henderson Engineers,573,Medium,13475000,6909200,2820600,3075000,854400,13659200,6,4,2,880100,799800,80300.0,,33.3,0.0,14274800,-184200,-1.37
PRJ-2021-245,Phoenix Residential Tower - HVAC Systems,9375000,2021-01-20,2022-01-02,0.1,Net 30,Mortenson,HKS,WSP,347,Medium,9375000,4906600,2274800,2752500,656300,10590200,11,8,3,1745200,1344600,400600.0,3.0,27.3,27.3,10719600,-1215200,-12.96
PRJ-2021-246,San Antonio Hospital - Mechanical Systems Renovation,9501000,2021-03-23,2022-12-21,0.1,Net 30,DPR Construction,Perkins&Will,WSP,638,Medium,9501000,4776200,1890300,2500500,622600,9789600,14,12,2,2079000,1635100,443900.0,6.0,14.3,42.9,11136100,-288600,-3.04
PRJ-2021-247,Columbus Business Center - MEP Systems,16914000,2021-02-17,2021-12-13,0.1,Net 30,JE Dunn,HKS,Syska Hennessy,299,Medium,16914000,7887700,3136700,3726500,1073500,15824400,6,2,4,1672500,37100,1635400.0,2.0,66.7,33.3,16951100,1089600,6.44
PRJ-2021-248,San Antonio Elementary Campus - Climate Systems,10337000,2021-01-01,2022-02-22,0.1,Net 30,JE Dunn,Perkins&Will,Syska Hennessy,417,Medium,10337000,4911200,2046800,2782700,494800,10235500,6,6,0,955500,955500,,2.0,0.0,33.3,11292500,101500,0.98
PRJ-2021-249,Cincinnati Edge Data Center - Thermal Management,22257000,2021-02-14,2022-08-23,0.1,Net 30,DPR Construction,SmithGroup,WSP,555,Large,22257000,12156300,5130700,5334800,1391200,24013000,11,9,2,3418400,2639700,778700.0,4.0,18.2,36.4,24896700,-1756000,-7.89
PRJ-2021-250,Sacramento Senior Living - HVAC Upgrade,13401000,2021-03-27,2022-07-09,0.1,Net 30,DPR Construction,SmithGroup,WSP,469,Medium,13401000,7409500,2958100,3381300,787300,14536200,11,9,2,1967900,1699200,268700.0,2.0,18.2,18.2,15100200,-1135200,-8.47
PRJ-2021-251,Raleigh Surgery Center - Climate Control,37123000,2021-01-01,2022-11-25,0.1,Net 30,Skanska USA,Perkins&Will,Syska Hennessy,693,Large,37123000,16666600,6815200,9035700,1606400,34123900,11,6,5,6675700,5910500,765200.0,3.0,45.5,27.3,43033500,2999100,8.08
PRJ-2021-252,Raleigh Office Park - Core & Shell MEP,16141000,2021-03-09,2022-02-05,0.1,Net 30,Skanska USA,Gensler,AEI,333,Medium,16141000,8983700,3646400,4268100,853600,17751800,6,5,1,1165600,1103900,61700.0,,16.7,0.0,17244900,-1610800,-9.98
PRJ-2021-253,Oklahoma City Elementary Campus - Climate Systems,15036000,2021-03-24,2023-02-27,0.1,Net 30,Turner Construction,HKS,WSP,705,Medium,15036000,7755300,2878900,3546300,981200,15161700,15,13,2,2634600,1853800,780800.0,6.0,13.3,40.0,16889800,-125700,-0.84
PRJ-2021-254,Baltimore Edge Data Center - Thermal Management,7049000,2021-01-31,2022-06-17,0.1,Net 30,Mortenson,SmithGroup,ARUP,502,Medium,7049000,3386300,1555900,1714400,402500,7059100,7,5,2,933900,608400,325500.0,1.0,28.6,14.3,7657400,-10100,-0.14
PRJ-2021-255,Louisville Apartment Complex - MEP,10826000,2021-03-06,2021-12-25,0.1,Net 30,Mortenson,SmithGroup,Syska Hennessy,294,Medium,10826000,4958900,2111200,2537200,566000,10173300,3,2,1,313700,254200,59500.0,,33.3,0.0,11080200,652700,6.03
PRJ-2021-256,Minneapolis Surgery Center - Climate Control,27189000,2021-03-12,2022-06-04,0.1,Net 30,Mortenson,HOK,ARUP,449,Large,27189000,13741000,5821000,5858700,2004700,27425400,6,5,1,3002100,2652700,349400.0,2.0,16.7,33.3,29841700,-236400,-0.87
PRJ-2021-257,San Antonio Office Park - Core & Shell MEP,22625000,2021-02-17,2023-01-28,0.1,Net 30,DPR Construction,SmithGroup,AEI,710,Large,22625000,11619400,4940900,5545200,1191100,23296600,14,10,4,4806200,3656700,1149500.0,5.0,28.6,35.7,26281700,-671600,-2.97
PRJ-2021-258,Portland Unified School District - HVAC Modernization,6385000,2021-02-08,2022-02-20,0.1,Net 30,Turner Construction,HOK,Syska Hennessy,377,Medium,6385000,3090100,1186500,1543700,347800,6168100,8,4,4,843900,325700,518200.0,1.0,50.0,12.5,6710700,216900,3.4
PRJ-2021-259,Atlanta Colocation Facility - HVAC,11725000,2021-03-02,2022-09-17,0.1,Net 30,Mortenson,Perkins&Will,Henderson Engineers,564,Medium,11725000,5395200,2249200,2491400,634400,10770200,11,9,2,2378000,1761500,616500.0,4.0,18.2,36.4,13486500,954800,8.14
PRJ-2021-260,Nashville Mixed-Income Housing - Climate Control,2608000,2021-03-20,2023-03-06,0.1,Net 30,Mortenson,Perkins&Will,Syska Hennessy,716,Small,2608000,807100,355100,432200,97300,1691700,12,9,3,230900,214600,16300.0,1.0,25.0,8.3,2822600,916300,35.13
PRJ-2021-261,Raleigh Medical Campus - New HVAC Installation,24629000,2021-02-21,2021-12-20,0.1,Net 30,DPR Construction,HKS,ARUP,302,Large,24629000,12167900,4944200,6230500,1412900,24755500,5,2,3,852200,32200,820000.0,,60.0,0.0,24661200,-126500,-0.51
PRJ-2021-262,Richmond Office Park - Core & Shell MEP,25551000,2021-01-04,2022-05-03,0.1,Net 30,Skanska USA,HOK,WSP,484,Large,25551000,12215400,5245400,6684700,1645500,25791000,12,9,3,2429300,2089900,339400.0,3.0,25.0,25.0,27640900,-240000,-0.94
PRJ-2021-263,Phoenix Elementary Campus - Climate Systems,9504000,2021-01-04,2021-12-09,0.1,Net 30,DPR Construction,HOK,WSP,339,Medium,9504000,4156800,1871500,2256100,560300,8844700,11,9,2,1503400,1200400,303000.0,2.0,18.2,18.2,10704400,659300,6.94
PRJ-2021-264,Boston Edge Data Center - Thermal Management,19784000,2021-03-22,2023-05-10,0.1,Net 30,Turner Construction,SmithGroup,Syska Hennessy,779,Medium,19784000,10453700,4245500,5501800,1064000,21265000,17,8,9,4430500,2340900,2089600.0,5.0,52.9,29.4,22124900,-1481000,-7.49
PRJ-2021-265,Salt Lake City Senior Living - HVAC Upgrade,5721000,2021-01-28,2022-05-07,0.1,Net 30,Mortenson,SmithGroup,AEI,464,Medium,5721000,2813100,1123700,1338300,359200,5634300,11,10,1,1039000,902100,136900.0,3.0,9.1,27.3,6623100,86700,1.52
PRJ-2021-266,Salt Lake City Surgery Center - Climate Control,14520000,2021-03-22,2022-05-22,0.1,Net 30,Skanska USA,SmithGroup,Syska Hennessy,426,Medium,14520000,7127400,3137000,3635500,794500,14694400,12,12,0,1917800,1917800,,3.0,0.0,25.0,16437800,-174400,-1.2
PRJ-2021-267,Raleigh Corporate Campus - HVAC Systems,11491000,2021-01-28,2022-12-17,0.1,Net 30,JE Dunn,Gensler,Syska Hennessy,688,Medium,11491000,5629400,2258300,2752700,638900,11279300,11,10,1,2388700,2232000,156700.0,6.0,9.1,54.5,13723000,211700,1.84
PRJ-2021-268,Raleigh Unified School District - HVAC Modernization,2795000,2021-03-21,2021-12-06,0.1,Net 30,Mortenson,SmithGroup,ARUP,260,Small,2795000,1354100,556300,580500,170000,2660900,6,4,2,75800,69300,6500.0,,33.3,0.0,2864300,134100,4.8
PRJ-2021-269,Indianapolis Edge Data Center - Thermal Management,5968000,2021-03-04,2023-01-21,0.1,Net 30,DPR Construction,Gensler,ARUP,688,Medium,5968000,2631200,1215500,1412700,320700,5580100,13,11,2,1134700,1011600,123100.0,2.0,15.4,15.4,6979600,387900,6.5
PRJ-2021-270,Richmond Apartment Complex - MEP,10208000,2021-02-12,2022-08-29,0.1,Net 30,Mortenson,HKS,AEI,563,Medium,10208000,5351000,2032000,2952600,626500,10962100,6,5,1,722300,695900,26400.0,2.0,16.7,33.3,10903900,-754100,-7.39
PRJ-2021-271,Atlanta Regional Medical Center - HVAC Upgrade,37774000,2021-01-08,2022-10-13,0.1,Net 30,Skanska USA,HOK,Henderson Engineers,643,Large,37774000,17433200,7292200,8042600,2145400,34913400,13,11,2,7394100,5602200,1791900.0,6.0,15.4,46.2,43376200,2860600,7.57
PRJ-2021-272,Denver Business Center - MEP Systems,3248000,2021-03-27,2021-11-13,0.1,Net 30,Mortenson,Gensler,WSP,231,Small,3248000,1555200,681500,737500,165400,3139600,4,3,1,218900,160500,58400.0,1.0,25.0,25.0,3408500,108400,3.34
PRJ-2021-273,Portland High School - New Construction,3323000,2021-01-22,2021-11-15,0.1,Net 30,Turner Construction,Gensler,Syska Hennessy,297,Small,3323000,1723000,751800,796900,221200,3492900,4,4,0,198300,198300,,1.0,0.0,25.0,3521300,-169900,-5.11
PRJ-2021-274,Kansas City Colocation Facility - HVAC,14505000,2021-03-20,2022-07-11,0.1,Net 30,Turner Construction,HKS,ARUP,478,Medium,14505000,7477500,3212300,3146800,964900,14801500,12,10,2,2209000,2099100,109900.0,3.0,16.7,25.0,16604100,-296500,-2.04
