project_id,sov_line_id,line_number,sov_description,scheduled_value,total_billed,pct_complete,balance_to_finish,application_number,period_end,completion_stage,overbilled_flag
PRJ-2018-040,PRJ-2018-040-SOV-12,12,Insulation,769900,750800,97.5,19100.0,19,2019-09-30,Near complete (75–99%),False
PRJ-2018-078,PRJ-2018-078-SOV-07,7,Equipment - RTUs/AHUs,1166200,1165100,99.9,1100.0,19,2019-08-14,Near complete (75–99%),False
PRJ-2018-078,PRJ-2018-078-SOV-06,6,Piping - Refrigerant,314300,314100,99.9,200.0,19,2019-08-14,Near complete (75–99%),False
PRJ-2018-078,PRJ-2018-078-SOV-05,5,Piping - Hydronic Systems,676300,675800,99.9,500.0,19,2019-08-14,Near complete (75–99%),False
PRJ-2018-078,PRJ-2018-078-SOV-04,4,Ductwork - Installation,907700,906400,99.9,1300.0,19,2019-08-14,Near complete (75–99%),False
PRJ-2018-078,PRJ-2018-078-SOV-03,3,Ductwork - Fabrication,836900,836400,99.9,500.0,19,2019-08-14,Near complete (75–99%),False
PRJ-2018-045,PRJ-2018-045-SOV-03,3,Ductwork - Fabrication,326700,326100,99.8,600.0,19,2019-09-16,Near complete (75–99%),False
PRJ-2018-045,PRJ-2018-045-SOV-04,4,Ductwork - Installation,456300,456000,99.9,300.0,19,2019-09-16,Near complete (75–99%),False
PRJ-2018-045,PRJ-2018-045-SOV-05,5,Piping - Hydronic Systems,435400,435100,99.9,300.0,19,2019-09-16,Near complete (75–99%),False
PRJ-2018-040,PRJ-2018-040-SOV-14,14,Startup & Commissioning Support,429500,419200,97.6,10300.0,19,2019-09-30,Near complete (75–99%),False
PRJ-2018-040,PRJ-2018-040-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",534800,523700,97.9,11100.0,19,2019-09-30,Near complete (75–99%),False
PRJ-2018-045,PRJ-2018-045-SOV-08,8,Equipment - Chillers/Boilers,354500,353700,99.8,800.0,19,2019-09-16,Near complete (75–99%),False
PRJ-2018-040,PRJ-2018-040-SOV-15,15,Closeout Documentation & Training,191000,186500,97.6,4500.0,19,2019-09-30,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-11,11,Controls - Programming & Commissioning,617000,600900,97.4,16100.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-12,12,Insulation,767700,749700,97.7,18000.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",527600,514800,97.6,12800.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-15,15,Closeout Documentation & Training,196600,192200,97.8,4400.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-10,10,Controls - DDC/BAS Installation,1439300,1402100,97.4,37200.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-06,6,Piping - Refrigerant,601200,599600,99.7,1600.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-07,7,Equipment - RTUs/AHUs,2598200,2594400,99.9,3800.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-08,8,Equipment - Chillers/Boilers,1321000,1317000,99.7,4000.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-14,14,Startup & Commissioning Support,309900,302900,97.7,7000.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1234200,1230300,99.7,3900.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-15,15,Closeout Documentation & Training,546500,533000,97.5,13500.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-14,14,Startup & Commissioning Support,678300,662500,97.7,15800.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",1101200,1073900,97.5,27300.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2023-399,PRJ-2023-399-SOV-01,1,General Conditions & Project Management,649900,649900,100.0,0.0,18,2024-07-08,Complete (100%),False
PRJ-2020-237,PRJ-2020-237-SOV-08,8,Equipment - Chillers/Boilers,4325200,4315500,99.8,9700.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-07,7,Equipment - RTUs/AHUs,3846300,3837800,99.8,8500.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-06,6,Piping - Refrigerant,1276200,1271700,99.6,4500.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-05,5,Piping - Hydronic Systems,3548800,3536500,99.7,12300.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-04,4,Ductwork - Installation,4167200,4153100,99.7,14100.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-03,3,Ductwork - Fabrication,3636500,3630000,99.8,6500.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-12,12,Insulation,1638500,1599200,97.6,39300.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-11,11,Controls - Programming & Commissioning,1333500,1298500,97.4,35000.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-10,10,Controls - DDC/BAS Installation,2394700,2332100,97.4,62600.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2020-237,PRJ-2020-237-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1983500,1982300,99.9,1200.0,18,2021-09-01,Near complete (75–99%),False
PRJ-2019-082,PRJ-2019-082-SOV-01,1,General Conditions & Project Management,2999000,2999000,100.0,0.0,18,2020-09-06,Complete (100%),False
PRJ-2019-082,PRJ-2019-082-SOV-02,2,Submittals & Engineering,902100,902100,100.0,0.0,18,2020-09-06,Complete (100%),False
PRJ-2018-079,PRJ-2018-079-SOV-05,5,Piping - Hydronic Systems,1417800,1417000,99.9,800.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-04,4,Ductwork - Installation,1974100,1967300,99.7,6800.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2018-079,PRJ-2018-079-SOV-03,3,Ductwork - Fabrication,1649600,1645000,99.7,4600.0,18,2019-08-26,Near complete (75–99%),False
PRJ-2019-154,PRJ-2019-154-SOV-01,1,General Conditions & Project Management,406800,406800,100.0,0.0,18,2020-06-27,Complete (100%),False
PRJ-2020-165,PRJ-2020-165-SOV-01,1,General Conditions & Project Management,539800,539800,100.0,0.0,18,2021-08-15,Complete (100%),False
PRJ-2018-075,PRJ-2018-075-SOV-01,1,General Conditions & Project Management,986300,986300,100.0,0.0,18,2019-07-26,Complete (100%),False
PRJ-2018-075,PRJ-2018-075-SOV-02,2,Submittals & Engineering,338700,338700,100.0,0.0,18,2019-07-26,Complete (100%),False
PRJ-2018-039,PRJ-2018-039-SOV-03,3,Ductwork - Fabrication,547300,545500,99.7,1800.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-04,4,Ductwork - Installation,544200,543500,99.9,700.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-05,5,Piping - Hydronic Systems,594500,592500,99.7,2000.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-06,6,Piping - Refrigerant,228800,228400,99.8,400.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-07,7,Equipment - RTUs/AHUs,785600,783300,99.7,2300.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-08,8,Equipment - Chillers/Boilers,525600,524200,99.7,1400.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-09,9,Equipment - Terminal Units (VAV/FCU),435900,435000,99.8,900.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-10,10,Controls - DDC/BAS Installation,390300,380800,97.6,9500.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-11,11,Controls - Programming & Commissioning,209900,204600,97.5,5300.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-12,12,Insulation,264500,258200,97.6,6300.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",154600,151300,97.9,3300.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-14,14,Startup & Commissioning Support,136700,133400,97.6,3300.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2018-039,PRJ-2018-039-SOV-15,15,Closeout Documentation & Training,84200,82200,97.6,2000.0,18,2019-08-05,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-08,8,Equipment - Chillers/Boilers,305600,305100,99.8,500.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-09,9,Equipment - Terminal Units (VAV/FCU),147200,146900,99.8,300.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-10,10,Controls - DDC/BAS Installation,189900,185400,97.6,4500.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-11,11,Controls - Programming & Commissioning,90100,88000,97.7,2100.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-12,12,Insulation,95200,92900,97.6,2300.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",50700,49500,97.6,1200.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-14,14,Startup & Commissioning Support,53600,52300,97.6,1300.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-15,15,Closeout Documentation & Training,26000,25400,97.7,600.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-280,PRJ-2021-280-SOV-01,1,General Conditions & Project Management,1328100,1328100,100.0,0.0,18,2022-06-24,Complete (100%),False
PRJ-2023-388,PRJ-2023-388-SOV-01,1,General Conditions & Project Management,699600,699600,100.0,0.0,18,2024-07-13,Complete (100%),False
PRJ-2023-388,PRJ-2023-388-SOV-02,2,Submittals & Engineering,287600,287600,100.0,0.0,18,2024-07-13,Complete (100%),False
PRJ-2021-318,PRJ-2021-318-SOV-07,7,Equipment - RTUs/AHUs,346000,345100,99.7,900.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-06,6,Piping - Refrigerant,155800,155600,99.9,200.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-05,5,Piping - Hydronic Systems,218900,218600,99.9,300.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-09,9,Equipment - Terminal Units (VAV/FCU),914600,913200,99.8,1400.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-15,15,Closeout Documentation & Training,220800,216100,97.9,4700.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-14,14,Startup & Commissioning Support,367500,359500,97.8,8000.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",482100,471400,97.8,10700.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-12,12,Insulation,541200,528100,97.6,13100.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-11,11,Controls - Programming & Commissioning,528900,515700,97.5,13200.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-10,10,Controls - DDC/BAS Installation,866200,845600,97.6,20600.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-08,8,Equipment - Chillers/Boilers,1643700,1642800,99.9,900.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-04,4,Ductwork - Installation,259600,259100,99.8,500.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-07,7,Equipment - RTUs/AHUs,1654100,1653200,99.9,900.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-06,6,Piping - Refrigerant,548200,546800,99.7,1400.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-05,5,Piping - Hydronic Systems,1484500,1482400,99.9,2100.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-04,4,Ductwork - Installation,1284200,1280800,99.7,3400.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2022-335,PRJ-2022-335-SOV-03,3,Ductwork - Fabrication,1053400,1049800,99.7,3600.0,18,2023-09-12,Near complete (75–99%),False
PRJ-2021-318,PRJ-2021-318-SOV-03,3,Ductwork - Fabrication,204900,204700,99.9,200.0,18,2022-08-31,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-05,5,Piping - Hydronic Systems,613200,612200,99.8,1000.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-04,4,Ductwork - Installation,899000,898100,99.9,900.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-03,3,Ductwork - Fabrication,789700,787200,99.7,2500.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-06,6,Piping - Refrigerant,401700,400600,99.7,1100.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-15,15,Closeout Documentation & Training,95700,93700,97.9,2000.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-14,14,Startup & Commissioning Support,197800,193300,97.7,4500.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-07,7,Equipment - RTUs/AHUs,803700,801800,99.8,1900.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",240100,234700,97.8,5400.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-12,12,Insulation,343300,334500,97.4,8800.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-11,11,Controls - Programming & Commissioning,296800,289000,97.4,7800.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-10,10,Controls - DDC/BAS Installation,585500,570700,97.5,14800.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-09,9,Equipment - Terminal Units (VAV/FCU),481600,480000,99.7,1600.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2023-398,PRJ-2023-398-SOV-08,8,Equipment - Chillers/Boilers,817100,816400,99.9,700.0,18,2024-08-06,Near complete (75–99%),False
PRJ-2021-292,PRJ-2021-292-SOV-02,2,Submittals & Engineering,379500,379500,100.0,0.0,18,2022-06-24,Complete (100%),False
PRJ-2018-043,PRJ-2018-043-SOV-11,11,Controls - Programming & Commissioning,343300,335300,97.7,8000.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-10,10,Controls - DDC/BAS Installation,457900,447000,97.6,10900.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-09,9,Equipment - Terminal Units (VAV/FCU),636200,635300,99.9,900.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-08,8,Equipment - Chillers/Boilers,871400,869600,99.8,1800.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-07,7,Equipment - RTUs/AHUs,909300,908000,99.9,1300.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-06,6,Piping - Refrigerant,304000,303600,99.9,400.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-05,5,Piping - Hydronic Systems,566400,565300,99.8,1100.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-04,4,Ductwork - Installation,809700,807600,99.7,2100.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-03,3,Ductwork - Fabrication,797700,795600,99.7,2100.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-12,12,Insulation,328900,321200,97.7,7700.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",215900,211400,97.9,4500.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-14,14,Startup & Commissioning Support,185900,181800,97.8,4100.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2018-043,PRJ-2018-043-SOV-15,15,Closeout Documentation & Training,98000,95600,97.6,2400.0,18,2019-08-23,Near complete (75–99%),False
PRJ-2019-113,PRJ-2019-113-SOV-02,2,Submittals & Engineering,92400,92400,100.0,0.0,18,2020-07-03,Complete (100%),False
PRJ-2020-161,PRJ-2020-161-SOV-02,2,Submittals & Engineering,1624800,1624800,100.0,0.0,18,2021-07-21,Complete (100%),False
PRJ-2020-161,PRJ-2020-161-SOV-01,1,General Conditions & Project Management,4075300,4075300,100.0,0.0,18,2021-07-21,Complete (100%),False
PRJ-2024-002,PRJ-2024-002-SOV-01,1,General Conditions & Project Management,2017400,2017400,100.0,0.0,18,2025-07-22,Complete (100%),False
PRJ-2024-002,PRJ-2024-002-SOV-02,2,Submittals & Engineering,1003300,1003300,100.0,0.0,18,2025-07-22,Complete (100%),False
PRJ-2021-299,PRJ-2021-299-SOV-07,7,Equipment - RTUs/AHUs,1221700,1217500,99.7,4200.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-15,15,Closeout Documentation & Training,103600,101200,97.7,2400.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-14,14,Startup & Commissioning Support,230300,224700,97.6,5600.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",213200,208600,97.8,4600.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-12,12,Insulation,498700,485700,97.4,13000.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-11,11,Controls - Programming & Commissioning,415800,405400,97.5,10400.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-10,10,Controls - DDC/BAS Installation,575900,561200,97.4,14700.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-09,9,Equipment - Terminal Units (VAV/FCU),713100,711500,99.8,1600.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-08,8,Equipment - Chillers/Boilers,693300,691500,99.7,1800.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-06,6,Piping - Refrigerant,517700,516600,99.8,1100.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-05,5,Piping - Hydronic Systems,709600,708400,99.8,1200.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-15,15,Closeout Documentation & Training,196800,192200,97.7,4600.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-14,14,Startup & Commissioning Support,260100,253900,97.6,6200.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",265000,259400,97.9,5600.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-12,12,Insulation,502200,490100,97.6,12100.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-11,11,Controls - Programming & Commissioning,527800,515400,97.7,12400.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-10,10,Controls - DDC/BAS Installation,806600,785700,97.4,20900.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-09,9,Equipment - Terminal Units (VAV/FCU),725900,725500,99.9,400.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-08,8,Equipment - Chillers/Boilers,1250300,1246700,99.7,3600.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-07,7,Equipment - RTUs/AHUs,1446700,1445500,99.9,1200.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-06,6,Piping - Refrigerant,493400,493100,99.9,300.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-05,5,Piping - Hydronic Systems,1258400,1254300,99.7,4100.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-04,4,Ductwork - Installation,1164200,1161200,99.7,3000.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2020-187,PRJ-2020-187-SOV-03,3,Ductwork - Fabrication,895500,892400,99.7,3100.0,18,2021-07-27,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-03,3,Ductwork - Fabrication,1726400,1722500,99.8,3900.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-04,4,Ductwork - Installation,2182800,2176300,99.7,6500.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-05,5,Piping - Hydronic Systems,1794100,1790500,99.8,3600.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-06,6,Piping - Refrigerant,903600,901700,99.8,1900.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-07,7,Equipment - RTUs/AHUs,2264300,2260800,99.8,3500.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-08,8,Equipment - Chillers/Boilers,1749200,1746300,99.8,2900.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1420800,1417700,99.8,3100.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-10,10,Controls - DDC/BAS Installation,1209800,1180300,97.6,29500.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-11,11,Controls - Programming & Commissioning,771600,751700,97.4,19900.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-12,12,Insulation,922300,899700,97.5,22600.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",606100,592500,97.8,13600.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-04,4,Ductwork - Installation,868600,867700,99.9,900.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-299,PRJ-2021-299-SOV-03,3,Ductwork - Fabrication,863200,862000,99.9,1200.0,18,2022-07-03,Near complete (75–99%),False
PRJ-2021-303,PRJ-2021-303-SOV-01,1,General Conditions & Project Management,621600,621600,100.0,0.0,18,2022-07-16,Complete (100%),False
PRJ-2021-303,PRJ-2021-303-SOV-02,2,Submittals & Engineering,347400,347400,100.0,0.0,18,2022-07-16,Complete (100%),False
PRJ-2021-269,PRJ-2021-269-SOV-01,1,General Conditions & Project Management,489200,489200,100.0,0.0,18,2022-08-21,Complete (100%),False
PRJ-2018-025,PRJ-2018-025-SOV-02,2,Submittals & Engineering,550300,550300,100.0,0.0,18,2019-06-22,Complete (100%),False
PRJ-2020-205,PRJ-2020-205-SOV-02,2,Submittals & Engineering,254100,254100,100.0,0.0,18,2021-07-16,Complete (100%),False
PRJ-2019-147,PRJ-2019-147-SOV-14,14,Startup & Commissioning Support,398600,389000,97.6,9600.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2019-147,PRJ-2019-147-SOV-15,15,Closeout Documentation & Training,296000,289200,97.7,6800.0,18,2020-09-05,Near complete (75–99%),False
PRJ-2021-257,PRJ-2021-257-SOV-01,1,General Conditions & Project Management,1375400,1375400,100.0,0.0,18,2022-08-06,Complete (100%),False
PRJ-2018-027,PRJ-2018-027-SOV-01,1,General Conditions & Project Management,868400,868400,100.0,0.0,18,2019-08-21,Complete (100%),False
PRJ-2020-206,PRJ-2020-206-SOV-03,3,Ductwork - Fabrication,1908200,1907000,99.9,1200.0,18,2021-08-09,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-03,3,Ductwork - Fabrication,606000,605300,99.9,700.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-04,4,Ductwork - Installation,797100,795700,99.8,1400.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-05,5,Piping - Hydronic Systems,637000,635300,99.7,1700.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-06,6,Piping - Refrigerant,430400,429900,99.9,500.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-07,7,Equipment - RTUs/AHUs,1052400,1050000,99.8,2400.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-08,8,Equipment - Chillers/Boilers,931700,930900,99.9,800.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-09,9,Equipment - Terminal Units (VAV/FCU),667100,665600,99.8,1500.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2019-148,PRJ-2019-148-SOV-10,10,Controls - DDC/BAS Installation,627600,612500,97.6,15100.0,18,2020-07-02,Near complete (75–99%),False
PRJ-2020-206,PRJ-2020-206-SOV-04,4,Ductwork - Installation,2018200,2015900,99.9,2300.0,18,2021-08-09,Near complete (75–99%),False
PRJ-2020-206,PRJ-2020-206-SOV-05,5,Piping - Hydronic Systems,2156100,2151300,99.8,4800.0,18,2021-08-09,Near complete (75–99%),False
PRJ-2020-206,PRJ-2020-206-SOV-06,6,Piping - Refrigerant,1001400,998700,99.7,2700.0,18,2021-08-09,Near complete (75–99%),False
PRJ-2020-206,PRJ-2020-206-SOV-07,7,Equipment - RTUs/AHUs,2572500,2564700,99.7,7800.0,18,2021-08-09,Near complete (75–99%),False
PRJ-2020-206,PRJ-2020-206-SOV-08,8,Equipment - Chillers/Boilers,2113100,2105900,99.7,7200.0,18,2021-08-09,Near complete (75–99%),False
PRJ-2020-206,PRJ-2020-206-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1658600,1654000,99.7,4600.0,18,2021-08-09,Near complete (75–99%),False
