project_id,sov_line_id,line_number,description,application_number,scheduled_value,previous_billed,this_period,total_billed,pct_complete,pct_manually_adjusted,balance_to_finish
PRJ-2020-206,PRJ-2020-206-SOV-09,9,Equipment - Terminal Units (VAV/FCU),18,1658600,1623600,30400,1654000,99.7,True,4600
PRJ-2020-206,PRJ-2020-206-SOV-10,10,Controls - DDC/BAS Installation,18,1134900,1081400,23500,1104900,97.4,True,30000
PRJ-2020-206,PRJ-2020-206-SOV-11,11,Controls - Programming & Commissioning,18,620000,591500,12200,603700,97.4,True,16300
PRJ-2020-206,PRJ-2020-206-SOV-12,12,Insulation,18,956300,912100,21300,933400,97.6,False,22900
PRJ-2020-206,PRJ-2020-206-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",18,604700,574400,17600,592000,97.9,False,12700
PRJ-2020-206,PRJ-2020-206-SOV-14,14,Startup & Commissioning Support,18,552700,525900,13200,539100,97.5,True,13600
PRJ-2020-206,PRJ-2020-206-SOV-15,15,Closeout Documentation & Training,18,247100,235100,6800,241900,97.9,False,5200
PRJ-2020-207,PRJ-2020-207-SOV-01,1,General Conditions & Project Management,9,247100,246700,400,247100,100.0,False,0
PRJ-2020-207,PRJ-2020-207-SOV-02,2,Submittals & Engineering,10,84600,84500,100,84600,100.0,False,0
PRJ-2020-207,PRJ-2020-207-SOV-03,3,Ductwork - Fabrication,11,297800,287000,10100,297100,99.8,True,700
PRJ-2020-207,PRJ-2020-207-SOV-04,4,Ductwork - Installation,11,491400,474000,15500,489500,99.6,True,1900
PRJ-2020-207,PRJ-2020-207-SOV-05,5,Piping - Hydronic Systems,11,413500,398200,14500,412700,99.8,False,800
PRJ-2020-207,PRJ-2020-207-SOV-06,6,Piping - Refrigerant,11,231000,222400,8100,230500,99.8,True,500
PRJ-2020-207,PRJ-2020-207-SOV-07,7,Equipment - RTUs/AHUs,11,490200,473700,14200,487900,99.5,True,2300
PRJ-2020-207,PRJ-2020-207-SOV-08,8,Equipment - Chillers/Boilers,11,500400,483300,15300,498600,99.6,True,1800
PRJ-2020-207,PRJ-2020-207-SOV-09,9,Equipment - Terminal Units (VAV/FCU),11,312700,301900,9800,311700,99.7,True,1000
PRJ-2020-207,PRJ-2020-207-SOV-10,10,Controls - DDC/BAS Installation,11,248500,232800,8900,241700,97.3,True,6800
PRJ-2020-207,PRJ-2020-207-SOV-11,11,Controls - Programming & Commissioning,11,172100,161300,6600,167900,97.6,True,4200
PRJ-2020-207,PRJ-2020-207-SOV-12,12,Insulation,11,203700,190300,7600,197900,97.2,True,5800
PRJ-2020-207,PRJ-2020-207-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",11,131900,122600,5900,128500,97.4,True,3400
PRJ-2020-207,PRJ-2020-207-SOV-14,14,Startup & Commissioning Support,11,95900,89200,4500,93700,97.7,False,2200
PRJ-2020-207,PRJ-2020-207-SOV-15,15,Closeout Documentation & Training,11,68200,63200,3300,66500,97.5,False,1700
PRJ-2020-208,PRJ-2020-208-SOV-01,1,General Conditions & Project Management,16,921300,921100,200,921300,100.0,False,0
PRJ-2020-208,PRJ-2020-208-SOV-02,2,Submittals & Engineering,16,323700,323600,100,323700,100.0,False,0
PRJ-2020-208,PRJ-2020-208-SOV-03,3,Ductwork - Fabrication,21,1127200,1106700,18400,1125100,99.8,True,2100
PRJ-2020-208,PRJ-2020-208-SOV-04,4,Ductwork - Installation,21,1361400,1335200,22700,1357900,99.7,True,3500
PRJ-2020-208,PRJ-2020-208-SOV-05,5,Piping - Hydronic Systems,21,1303800,1280400,19800,1300200,99.7,True,3600
PRJ-2020-208,PRJ-2020-208-SOV-06,6,Piping - Refrigerant,21,691400,678500,11000,689500,99.7,True,1900
PRJ-2020-208,PRJ-2020-208-SOV-07,7,Equipment - RTUs/AHUs,21,2164800,2127000,33500,2160500,99.8,False,4300
PRJ-2020-208,PRJ-2020-208-SOV-08,8,Equipment - Chillers/Boilers,21,1255900,1232000,22600,1254600,99.9,False,1300
PRJ-2020-208,PRJ-2020-208-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,886800,869300,15500,884800,99.8,True,2000
PRJ-2020-208,PRJ-2020-208-SOV-10,10,Controls - DDC/BAS Installation,21,1148600,1098100,22000,1120100,97.5,True,28500
PRJ-2020-208,PRJ-2020-208-SOV-11,11,Controls - Programming & Commissioning,21,509300,487800,8600,496400,97.5,True,12900
PRJ-2020-208,PRJ-2020-208-SOV-12,12,Insulation,21,510100,487700,10300,498000,97.6,True,12100
PRJ-2020-208,PRJ-2020-208-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,428300,408400,10100,418500,97.7,True,9800
PRJ-2020-208,PRJ-2020-208-SOV-14,14,Startup & Commissioning Support,21,345900,329900,7600,337500,97.6,True,8400
PRJ-2020-208,PRJ-2020-208-SOV-15,15,Closeout Documentation & Training,21,230500,220100,5400,225500,97.8,True,5000
PRJ-2020-209,PRJ-2020-209-SOV-01,1,General Conditions & Project Management,16,952700,952500,200,952700,100.0,False,0
PRJ-2020-209,PRJ-2020-209-SOV-02,2,Submittals & Engineering,15,303500,302800,700,303500,100.0,False,0
PRJ-2020-209,PRJ-2020-209-SOV-03,3,Ductwork - Fabrication,21,1129100,1108800,16800,1125600,99.7,False,3500
PRJ-2020-209,PRJ-2020-209-SOV-04,4,Ductwork - Installation,21,1916900,1880200,34300,1914500,99.9,True,2400
PRJ-2020-209,PRJ-2020-209-SOV-05,5,Piping - Hydronic Systems,21,1627100,1596400,26900,1623300,99.8,True,3800
PRJ-2020-209,PRJ-2020-209-SOV-06,6,Piping - Refrigerant,21,862400,847400,14300,861700,99.9,True,700
PRJ-2020-209,PRJ-2020-209-SOV-07,7,Equipment - RTUs/AHUs,21,1869200,1837000,29100,1866100,99.8,True,3100
PRJ-2020-209,PRJ-2020-209-SOV-08,8,Equipment - Chillers/Boilers,21,1694300,1661800,27500,1689300,99.7,False,5000
PRJ-2020-209,PRJ-2020-209-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,863100,847600,14800,862400,99.9,True,700
PRJ-2020-209,PRJ-2020-209-SOV-10,10,Controls - DDC/BAS Installation,21,889300,850700,17000,867700,97.6,True,21600
PRJ-2020-209,PRJ-2020-209-SOV-11,11,Controls - Programming & Commissioning,21,502300,480900,9500,490400,97.6,True,11900
PRJ-2020-209,PRJ-2020-209-SOV-12,12,Insulation,21,562800,538500,10500,549000,97.5,True,13800
PRJ-2020-209,PRJ-2020-209-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,300900,287600,7000,294600,97.9,False,6300
PRJ-2020-209,PRJ-2020-209-SOV-14,14,Startup & Commissioning Support,21,280200,267500,6800,274300,97.9,False,5900
PRJ-2020-209,PRJ-2020-209-SOV-15,15,Closeout Documentation & Training,21,156200,149300,3400,152700,97.8,True,3500
PRJ-2020-210,PRJ-2020-210-SOV-01,1,General Conditions & Project Management,10,1109700,1109400,300,1109700,100.0,False,0
PRJ-2020-210,PRJ-2020-210-SOV-02,2,Submittals & Engineering,9,291100,289700,1400,291100,100.0,False,0
PRJ-2020-210,PRJ-2020-210-SOV-03,3,Ductwork - Fabrication,11,1618400,1562200,47400,1609600,99.5,True,8800
PRJ-2020-210,PRJ-2020-210-SOV-04,4,Ductwork - Installation,11,1681800,1622600,51900,1674500,99.6,True,7300
PRJ-2020-210,PRJ-2020-210-SOV-05,5,Piping - Hydronic Systems,11,1442300,1391800,47400,1439200,99.8,True,3100
PRJ-2020-210,PRJ-2020-210-SOV-06,6,Piping - Refrigerant,11,932200,900300,31400,931700,99.9,True,500
PRJ-2020-210,PRJ-2020-210-SOV-07,7,Equipment - RTUs/AHUs,11,2538800,2446100,86300,2532400,99.7,True,6400
PRJ-2020-210,PRJ-2020-210-SOV-08,8,Equipment - Chillers/Boilers,11,1437700,1386000,45800,1431800,99.6,True,5900
PRJ-2020-210,PRJ-2020-210-SOV-09,9,Equipment - Terminal Units (VAV/FCU),11,1014900,979100,33300,1012400,99.8,True,2500
PRJ-2020-210,PRJ-2020-210-SOV-10,10,Controls - DDC/BAS Installation,11,948100,886700,34200,920900,97.1,True,27200
PRJ-2020-210,PRJ-2020-210-SOV-11,11,Controls - Programming & Commissioning,11,652600,611900,25600,637500,97.7,True,15100
PRJ-2020-210,PRJ-2020-210-SOV-12,12,Insulation,11,834100,779200,34600,813800,97.6,True,20300
PRJ-2020-210,PRJ-2020-210-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",11,440600,410400,19800,430200,97.6,True,10400
PRJ-2020-210,PRJ-2020-210-SOV-14,14,Startup & Commissioning Support,11,333300,310800,13600,324400,97.3,True,8900
PRJ-2020-210,PRJ-2020-210-SOV-15,15,Closeout Documentation & Training,11,209400,195200,8900,204100,97.5,True,5300
PRJ-2020-211,PRJ-2020-211-SOV-01,1,General Conditions & Project Management,13,2463100,2462800,300,2463100,100.0,False,0
PRJ-2020-211,PRJ-2020-211-SOV-02,2,Submittals & Engineering,14,1199200,1199100,100,1199200,100.0,False,0
PRJ-2020-211,PRJ-2020-211-SOV-03,3,Ductwork - Fabrication,17,3859900,3770100,74700,3844800,99.6,False,15100
PRJ-2020-211,PRJ-2020-211-SOV-04,4,Ductwork - Installation,17,3901500,3809500,78100,3887600,99.6,True,13900
PRJ-2020-211,PRJ-2020-211-SOV-05,5,Piping - Hydronic Systems,17,3555100,3469100,81900,3551000,99.9,True,4100
PRJ-2020-211,PRJ-2020-211-SOV-06,6,Piping - Refrigerant,17,2461900,2408300,49200,2457500,99.8,True,4400
PRJ-2020-211,PRJ-2020-211-SOV-07,7,Equipment - RTUs/AHUs,17,6304800,6164200,137000,6301200,99.9,True,3600
PRJ-2020-211,PRJ-2020-211-SOV-08,8,Equipment - Chillers/Boilers,17,3028100,2956700,64800,3021500,99.8,True,6600
PRJ-2020-211,PRJ-2020-211-SOV-09,9,Equipment - Terminal Units (VAV/FCU),17,3118700,3047600,64400,3112000,99.8,True,6700
PRJ-2020-211,PRJ-2020-211-SOV-10,10,Controls - DDC/BAS Installation,17,3394400,3225300,83100,3308400,97.5,True,86000
PRJ-2020-211,PRJ-2020-211-SOV-11,11,Controls - Programming & Commissioning,17,1758100,1675200,39200,1714400,97.5,True,43700
PRJ-2020-211,PRJ-2020-211-SOV-12,12,Insulation,17,1733300,1651300,36300,1687600,97.4,True,45700
PRJ-2020-211,PRJ-2020-211-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",17,1106200,1049300,33200,1082500,97.9,True,23700
PRJ-2020-211,PRJ-2020-211-SOV-14,14,Startup & Commissioning Support,17,771100,729900,22200,752100,97.5,True,19000
PRJ-2020-211,PRJ-2020-211-SOV-15,15,Closeout Documentation & Training,17,507600,481100,14300,495400,97.6,False,12200
PRJ-2020-212,PRJ-2020-212-SOV-01,1,General Conditions & Project Management,17,2594700,2590800,3900,2594700,100.0,False,0
PRJ-2020-212,PRJ-2020-212-SOV-02,2,Submittals & Engineering,18,867500,867400,100,867500,100.0,False,0
PRJ-2020-212,PRJ-2020-212-SOV-03,3,Ductwork - Fabrication,25,2441500,2406200,33800,2440000,99.9,True,1500
PRJ-2020-212,PRJ-2020-212-SOV-04,4,Ductwork - Installation,25,3135400,3088400,42100,3130500,99.8,True,4900
PRJ-2020-212,PRJ-2020-212-SOV-05,5,Piping - Hydronic Systems,25,2589200,2552200,30700,2582900,99.8,True,6300
PRJ-2020-212,PRJ-2020-212-SOV-06,6,Piping - Refrigerant,25,1694800,1670500,21800,1692300,99.9,True,2500
PRJ-2020-212,PRJ-2020-212-SOV-07,7,Equipment - RTUs/AHUs,25,5320500,5241000,73200,5314200,99.9,True,6300
PRJ-2020-212,PRJ-2020-212-SOV-08,8,Equipment - Chillers/Boilers,25,2802200,2758900,37100,2796000,99.8,True,6200
PRJ-2020-212,PRJ-2020-212-SOV-09,9,Equipment - Terminal Units (VAV/FCU),25,2570500,2533700,31700,2565400,99.8,False,5100
PRJ-2020-212,PRJ-2020-212-SOV-10,10,Controls - DDC/BAS Installation,25,1976300,1898300,29900,1928200,97.6,True,48100
PRJ-2020-212,PRJ-2020-212-SOV-11,11,Controls - Programming & Commissioning,25,1479000,1421100,23300,1444400,97.7,True,34600
PRJ-2020-212,PRJ-2020-212-SOV-12,12,Insulation,25,1785900,1715500,29100,1744600,97.7,True,41300
PRJ-2020-212,PRJ-2020-212-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",25,1088700,1044000,20700,1064700,97.8,False,24000
PRJ-2020-212,PRJ-2020-212-SOV-14,14,Startup & Commissioning Support,25,874200,838800,16100,854900,97.8,False,19300
PRJ-2020-212,PRJ-2020-212-SOV-15,15,Closeout Documentation & Training,25,396600,380600,7400,388000,97.8,True,8600
PRJ-2020-213,PRJ-2020-213-SOV-01,1,General Conditions & Project Management,10,245200,244400,800,245200,100.0,False,0
PRJ-2020-213,PRJ-2020-213-SOV-02,2,Submittals & Engineering,10,99600,99300,300,99600,100.0,False,0
PRJ-2020-213,PRJ-2020-213-SOV-03,3,Ductwork - Fabrication,13,295700,290500,4500,295000,99.8,True,700
PRJ-2020-213,PRJ-2020-213-SOV-04,4,Ductwork - Installation,13,383300,373500,9300,382800,99.9,True,500
PRJ-2020-213,PRJ-2020-213-SOV-05,5,Piping - Hydronic Systems,13,262000,255900,5100,261000,99.6,True,1000
PRJ-2020-213,PRJ-2020-213-SOV-06,6,Piping - Refrigerant,13,178500,175000,3100,178100,99.8,True,400
PRJ-2020-213,PRJ-2020-213-SOV-07,7,Equipment - RTUs/AHUs,13,512600,503300,7800,511100,99.7,False,1500
PRJ-2020-213,PRJ-2020-213-SOV-08,8,Equipment - Chillers/Boilers,13,232200,228000,3900,231900,99.9,True,300
PRJ-2020-213,PRJ-2020-213-SOV-09,9,Equipment - Terminal Units (VAV/FCU),13,243600,236700,6500,243200,99.8,True,400
PRJ-2020-213,PRJ-2020-213-SOV-10,10,Controls - DDC/BAS Installation,13,255300,244100,5200,249300,97.6,True,6000
PRJ-2020-213,PRJ-2020-213-SOV-11,11,Controls - Programming & Commissioning,13,94700,89600,2600,92200,97.4,True,2500
PRJ-2020-213,PRJ-2020-213-SOV-12,12,Insulation,13,142200,134600,3900,138500,97.4,False,3700
PRJ-2020-213,PRJ-2020-213-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",13,108300,102100,3900,106000,97.9,True,2300
PRJ-2020-213,PRJ-2020-213-SOV-14,14,Startup & Commissioning Support,13,70800,67000,2300,69300,97.9,True,1500
PRJ-2020-213,PRJ-2020-213-SOV-15,15,Closeout Documentation & Training,13,38000,36000,1200,37200,97.9,False,800
PRJ-2020-214,PRJ-2020-214-SOV-01,1,General Conditions & Project Management,9,802500,802000,500,802500,100.0,False,0
PRJ-2020-214,PRJ-2020-214-SOV-02,2,Submittals & Engineering,10,297500,297400,100,297500,100.0,False,0
PRJ-2020-214,PRJ-2020-214-SOV-03,3,Ductwork - Fabrication,12,958700,928100,28700,956800,99.8,False,1900
PRJ-2020-214,PRJ-2020-214-SOV-04,4,Ductwork - Installation,12,1583700,1533500,42200,1575700,99.5,False,8000
PRJ-2020-214,PRJ-2020-214-SOV-05,5,Piping - Hydronic Systems,12,994000,963000,28800,991800,99.8,True,2200
PRJ-2020-214,PRJ-2020-214-SOV-06,6,Piping - Refrigerant,12,717600,695200,18800,714000,99.5,False,3600
PRJ-2020-214,PRJ-2020-214-SOV-07,7,Equipment - RTUs/AHUs,12,2104700,2038500,58300,2096800,99.6,True,7900
PRJ-2020-214,PRJ-2020-214-SOV-08,8,Equipment - Chillers/Boilers,12,1130600,1094400,31900,1126300,99.6,True,4300
PRJ-2020-214,PRJ-2020-214-SOV-09,9,Equipment - Terminal Units (VAV/FCU),12,917500,888600,24500,913100,99.5,True,4400
PRJ-2020-214,PRJ-2020-214-SOV-10,10,Controls - DDC/BAS Installation,12,785700,740200,23800,764000,97.2,True,21700
PRJ-2020-214,PRJ-2020-214-SOV-11,11,Controls - Programming & Commissioning,12,437900,412500,14000,426500,97.4,False,11400
PRJ-2020-214,PRJ-2020-214-SOV-12,12,Insulation,12,701800,661100,21200,682300,97.2,True,19500
PRJ-2020-214,PRJ-2020-214-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",12,335100,314100,12200,326300,97.4,True,8800
PRJ-2020-214,PRJ-2020-214-SOV-14,14,Startup & Commissioning Support,12,288500,270000,11500,281500,97.6,True,7000
PRJ-2020-214,PRJ-2020-214-SOV-15,15,Closeout Documentation & Training,12,210200,197000,8100,205100,97.6,True,5100
PRJ-2020-215,PRJ-2020-215-SOV-01,1,General Conditions & Project Management,16,2012900,2012800,100,2012900,100.0,False,0
PRJ-2020-215,PRJ-2020-215-SOV-02,2,Submittals & Engineering,16,917700,917500,200,917700,100.0,False,0
PRJ-2020-215,PRJ-2020-215-SOV-03,3,Ductwork - Fabrication,21,2182000,2139100,40200,2179300,99.9,True,2700
PRJ-2020-215,PRJ-2020-215-SOV-04,4,Ductwork - Installation,21,2848900,2794300,52200,2846500,99.9,True,2400
PRJ-2020-215,PRJ-2020-215-SOV-05,5,Piping - Hydronic Systems,21,2274700,2232300,35400,2267700,99.7,False,7000
PRJ-2020-215,PRJ-2020-215-SOV-06,6,Piping - Refrigerant,21,1451500,1424700,24900,1449600,99.9,True,1900
PRJ-2020-215,PRJ-2020-215-SOV-07,7,Equipment - RTUs/AHUs,21,4090200,4018500,64900,4083400,99.8,True,6800
PRJ-2020-215,PRJ-2020-215-SOV-08,8,Equipment - Chillers/Boilers,21,2559500,2509700,43100,2552800,99.7,True,6700
PRJ-2020-215,PRJ-2020-215-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,1985400,1948900,35100,1984000,99.9,True,1400
PRJ-2020-215,PRJ-2020-215-SOV-10,10,Controls - DDC/BAS Installation,21,1536300,1471100,25300,1496400,97.4,False,39900
PRJ-2020-215,PRJ-2020-215-SOV-11,11,Controls - Programming & Commissioning,21,745000,712200,13800,726000,97.4,True,19000
PRJ-2020-215,PRJ-2020-215-SOV-12,12,Insulation,21,1077500,1031500,19900,1051400,97.6,True,26100
PRJ-2020-215,PRJ-2020-215-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,506600,484200,11000,495200,97.7,True,11400
PRJ-2020-215,PRJ-2020-215-SOV-14,14,Startup & Commissioning Support,21,650100,621400,13000,634400,97.6,True,15700
PRJ-2020-215,PRJ-2020-215-SOV-15,15,Closeout Documentation & Training,21,334700,319100,7800,326900,97.7,True,7800
PRJ-2020-216,PRJ-2020-216-SOV-01,1,General Conditions & Project Management,15,3949400,3949300,100,3949400,100.0,False,0
PRJ-2020-216,PRJ-2020-216-SOV-02,2,Submittals & Engineering,14,1029900,1029500,400,1029900,100.0,False,0
PRJ-2020-216,PRJ-2020-216-SOV-03,3,Ductwork - Fabrication,19,4422300,4342000,74100,4416100,99.9,True,6200
PRJ-2020-216,PRJ-2020-216-SOV-04,4,Ductwork - Installation,19,6801100,6673000,108600,6781600,99.7,True,19500
PRJ-2020-216,PRJ-2020-216-SOV-05,5,Piping - Hydronic Systems,19,5940200,5826500,99100,5925600,99.8,True,14600
PRJ-2020-216,PRJ-2020-216-SOV-06,6,Piping - Refrigerant,19,2666700,2616300,47800,2664100,99.9,False,2600
PRJ-2020-216,PRJ-2020-216-SOV-07,7,Equipment - RTUs/AHUs,19,6428000,6306700,115200,6421900,99.9,False,6100
PRJ-2020-216,PRJ-2020-216-SOV-08,8,Equipment - Chillers/Boilers,19,5194100,5096200,87700,5183900,99.8,False,10200
PRJ-2020-216,PRJ-2020-216-SOV-09,9,Equipment - Terminal Units (VAV/FCU),19,3061400,3003600,54400,3058000,99.9,True,3400
PRJ-2020-216,PRJ-2020-216-SOV-10,10,Controls - DDC/BAS Installation,19,3248100,3104400,67900,3172300,97.7,True,75800
PRJ-2020-216,PRJ-2020-216-SOV-11,11,Controls - Programming & Commissioning,19,2451300,2342200,51400,2393600,97.6,True,57700
PRJ-2020-216,PRJ-2020-216-SOV-12,12,Insulation,19,2090200,2002200,36200,2038400,97.5,True,51800
PRJ-2020-216,PRJ-2020-216-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",19,1243500,1185200,31600,1216800,97.9,True,26700
PRJ-2020-216,PRJ-2020-216-SOV-14,14,Startup & Commissioning Support,19,1247300,1189400,30800,1220200,97.8,True,27100
PRJ-2020-216,PRJ-2020-216-SOV-15,15,Closeout Documentation & Training,19,982500,938100,23600,961700,97.9,True,20800
PRJ-2020-217,PRJ-2020-217-SOV-01,1,General Conditions & Project Management,10,250900,250200,700,250900,100.0,False,0
PRJ-2020-217,PRJ-2020-217-SOV-02,2,Submittals & Engineering,11,133500,133400,100,133500,100.0,False,0
PRJ-2020-217,PRJ-2020-217-SOV-03,3,Ductwork - Fabrication,13,347200,337400,9100,346500,99.8,False,700
PRJ-2020-217,PRJ-2020-217-SOV-04,4,Ductwork - Installation,13,521200,506500,13300,519800,99.7,True,1400
PRJ-2020-217,PRJ-2020-217-SOV-05,5,Piping - Hydronic Systems,13,365200,358100,6000,364100,99.7,False,1100
PRJ-2020-217,PRJ-2020-217-SOV-06,6,Piping - Refrigerant,13,186800,183500,3100,186600,99.9,False,200
PRJ-2020-217,PRJ-2020-217-SOV-07,7,Equipment - RTUs/AHUs,13,711900,698000,13300,711300,99.9,True,600
PRJ-2020-217,PRJ-2020-217-SOV-08,8,Equipment - Chillers/Boilers,13,424200,413700,10100,423800,99.9,False,400
PRJ-2020-217,PRJ-2020-217-SOV-09,9,Equipment - Terminal Units (VAV/FCU),13,320200,311900,7400,319300,99.7,True,900
PRJ-2020-217,PRJ-2020-217-SOV-10,10,Controls - DDC/BAS Installation,13,372100,354600,8000,362600,97.4,True,9500
PRJ-2020-217,PRJ-2020-217-SOV-11,11,Controls - Programming & Commissioning,13,195600,186600,4200,190800,97.5,True,4800
PRJ-2020-217,PRJ-2020-217-SOV-12,12,Insulation,13,225200,215100,4800,219900,97.6,True,5300
PRJ-2020-217,PRJ-2020-217-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",13,114300,109100,2600,111700,97.7,True,2600
PRJ-2020-217,PRJ-2020-217-SOV-14,14,Startup & Commissioning Support,13,82400,78600,1900,80500,97.7,False,1900
PRJ-2020-217,PRJ-2020-217-SOV-15,15,Closeout Documentation & Training,13,70300,66400,2400,68800,97.9,True,1500
PRJ-2020-218,PRJ-2020-218-SOV-01,1,General Conditions & Project Management,15,645100,644600,500,645100,100.0,False,0
PRJ-2020-218,PRJ-2020-218-SOV-02,2,Submittals & Engineering,16,331400,331300,100,331400,100.0,False,0
PRJ-2020-218,PRJ-2020-218-SOV-03,3,Ductwork - Fabrication,21,1068900,1050500,17700,1068200,99.9,True,700
PRJ-2020-218,PRJ-2020-218-SOV-04,4,Ductwork - Installation,21,1291500,1267000,23500,1290500,99.9,True,1000
PRJ-2020-218,PRJ-2020-218-SOV-05,5,Piping - Hydronic Systems,21,1190500,1167700,19800,1187500,99.7,True,3000
PRJ-2020-218,PRJ-2020-218-SOV-06,6,Piping - Refrigerant,21,518400,508700,9100,517800,99.9,True,600
PRJ-2020-218,PRJ-2020-218-SOV-07,7,Equipment - RTUs/AHUs,21,1260000,1236400,20000,1256400,99.7,True,3600
PRJ-2020-218,PRJ-2020-218-SOV-08,8,Equipment - Chillers/Boilers,21,1006700,988600,17000,1005600,99.9,False,1100
PRJ-2020-218,PRJ-2020-218-SOV-09,9,Equipment - Terminal Units (VAV/FCU),21,940100,924000,14900,938900,99.9,True,1200
PRJ-2020-218,PRJ-2020-218-SOV-10,10,Controls - DDC/BAS Installation,21,962400,920500,17700,938200,97.5,True,24200
PRJ-2020-218,PRJ-2020-218-SOV-11,11,Controls - Programming & Commissioning,21,435200,416700,7200,423900,97.4,False,11300
PRJ-2020-218,PRJ-2020-218-SOV-12,12,Insulation,21,558600,533300,11100,544400,97.5,True,14200
PRJ-2020-218,PRJ-2020-218-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",21,234700,223900,5500,229400,97.7,True,5300
PRJ-2020-218,PRJ-2020-218-SOV-14,14,Startup & Commissioning Support,21,225900,215800,5200,221000,97.8,True,4900
PRJ-2020-218,PRJ-2020-218-SOV-15,15,Closeout Documentation & Training,21,127600,121700,3000,124700,97.7,True,2900
PRJ-2020-219,PRJ-2020-219-SOV-01,1,General Conditions & Project Management,15,1719400,1719300,100,1719400,100.0,False,0
PRJ-2020-219,PRJ-2020-219-SOV-02,2,Submittals & Engineering,15,830700,830500,200,830700,100.0,False,0
PRJ-2020-219,PRJ-2020-219-SOV-03,3,Ductwork - Fabrication,20,2452100,2420800,30000,2450800,99.9,True,1300
PRJ-2020-219,PRJ-2020-219-SOV-04,4,Ductwork - Installation,20,2779800,2741900,31400,2773300,99.8,True,6500
PRJ-2020-219,PRJ-2020-219-SOV-05,5,Piping - Hydronic Systems,20,2224400,2198000,23100,2221100,99.9,True,3300
PRJ-2020-219,PRJ-2020-219-SOV-06,6,Piping - Refrigerant,20,1465800,1452300,12600,1464900,99.9,True,900
PRJ-2020-219,PRJ-2020-219-SOV-07,7,Equipment - RTUs/AHUs,20,4543600,4494500,40500,4535000,99.8,True,8600
PRJ-2020-219,PRJ-2020-219-SOV-08,8,Equipment - Chillers/Boilers,20,2216900,2184700,28000,2212700,99.8,True,4200
PRJ-2020-219,PRJ-2020-219-SOV-09,9,Equipment - Terminal Units (VAV/FCU),20,2674400,2642800,28100,2670900,99.9,True,3500
PRJ-2020-219,PRJ-2020-219-SOV-10,10,Controls - DDC/BAS Installation,20,1757800,1688500,25600,1714100,97.5,True,43700
PRJ-2020-219,PRJ-2020-219-SOV-11,11,Controls - Programming & Commissioning,20,1190600,1147500,14000,1161500,97.6,True,29100
PRJ-2020-219,PRJ-2020-219-SOV-12,12,Insulation,20,1227400,1187700,11100,1198800,97.7,True,28600
PRJ-2020-219,PRJ-2020-219-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",20,930700,891700,18100,909800,97.8,True,20900
PRJ-2020-219,PRJ-2020-219-SOV-14,14,Startup & Commissioning Support,20,643300,616200,12700,628900,97.8,True,14400
PRJ-2020-219,PRJ-2020-219-SOV-15,15,Closeout Documentation & Training,20,319100,307700,4300,312000,97.8,True,7100
PRJ-2020-220,PRJ-2020-220-SOV-01,1,General Conditions & Project Management,17,1102200,1102100,100,1102200,100.0,False,0
PRJ-2020-220,PRJ-2020-220-SOV-02,2,Submittals & Engineering,16,381600,381500,100,381600,100.0,False,0
PRJ-2020-220,PRJ-2020-220-SOV-03,3,Ductwork - Fabrication,22,1732900,1701600,29600,1731200,99.9,False,1700
PRJ-2020-220,PRJ-2020-220-SOV-04,4,Ductwork - Installation,22,2026500,1990200,32400,2022600,99.8,False,3900
PRJ-2020-220,PRJ-2020-220-SOV-05,5,Piping - Hydronic Systems,22,1550700,1523800,24800,1548600,99.9,True,2100
PRJ-2020-220,PRJ-2020-220-SOV-06,6,Piping - Refrigerant,22,820900,807200,11500,818700,99.7,True,2200
PRJ-2020-220,PRJ-2020-220-SOV-07,7,Equipment - RTUs/AHUs,22,2435700,2392300,38600,2430900,99.8,False,4800
PRJ-2020-220,PRJ-2020-220-SOV-08,8,Equipment - Chillers/Boilers,22,1847800,1815600,28100,1843700,99.8,True,4100
PRJ-2020-220,PRJ-2020-220-SOV-09,9,Equipment - Terminal Units (VAV/FCU),22,1102800,1084900,15600,1100500,99.8,False,2300
PRJ-2020-220,PRJ-2020-220-SOV-10,10,Controls - DDC/BAS Installation,22,1425900,1364300,24700,1389000,97.4,True,36900
PRJ-2020-220,PRJ-2020-220-SOV-11,11,Controls - Programming & Commissioning,22,553000,528800,9800,538600,97.4,False,14400
PRJ-2020-220,PRJ-2020-220-SOV-12,12,Insulation,22,782400,749500,14700,764200,97.7,True,18200
