project_id,sov_line_id,actual_labor_cost,total_hours,total_ot_hours,worker_count,ot_ratio_pct,actual_material_cost,delivery_count,partial_deliveries,partial_shipment_rate_pct,total_actual_cost,estimated_labor_cost,estimated_material_cost,total_budget,cost_variance_usd,cost_variance_pct
PRJ-2019-154,PRJ-2019-154-SOV-12,204211.96,2332.0,150.0,269.0,6.43,125133.53,7.0,1.0,14.29,329345.49,198400.0,0.0,198400.0,-130945.48999999999,-66.0
PRJ-2019-154,PRJ-2019-154-SOV-13,51838.659999999996,584.0,28.0,71.0,4.79,0.0,,,,51838.659999999996,102300.0,0.0,102300.0,50461.340000000004,49.33
PRJ-2019-154,PRJ-2019-154-SOV-14,63806.469999999994,724.0,42.0,86.0,5.8,0.0,,,,63806.469999999994,88900.0,55200.0,144100.0,80293.53,55.72
PRJ-2019-154,PRJ-2019-154-SOV-15,59009.64,710.0,28.0,87.0,3.94,0.0,,,,59009.64,55700.0,30200.0,85900.0,26890.36,31.3
PRJ-2019-154,PRJ-2019-154-SOV-21,0.0,,,,,138791.6,1.0,0.0,0.0,138791.6,,,,,
PRJ-2019-155,PRJ-2019-155-SOV-01,418874.36,4878.0,238.0,578.0,4.88,0.0,,,,418874.36,473100.0,289900.0,763000.0,344125.64,45.1
PRJ-2019-155,PRJ-2019-155-SOV-02,161891.25,1804.0,124.0,210.0,6.87,0.0,,,,161891.25,234500.0,141000.0,375500.0,213608.75,56.89
PRJ-2019-155,PRJ-2019-155-SOV-03,174542.83,2036.0,104.0,237.0,5.11,265455.75,5.0,1.0,20.0,439998.57999999996,388900.0,274100.0,663000.0,223001.42000000004,33.64
PRJ-2019-155,PRJ-2019-155-SOV-04,194036.49,2232.0,102.0,266.0,4.57,374975.07999999996,4.0,2.0,50.0,569011.57,670800.0,387300.0,1058100.0,489088.43000000005,46.22
PRJ-2019-155,PRJ-2019-155-SOV-05,190552.3,2164.0,146.0,254.0,6.75,244168.94,3.0,1.0,33.33,434721.24,394300.0,252200.0,646500.0,211778.76,32.76
PRJ-2019-155,PRJ-2019-155-SOV-06,99451.07999999999,1218.0,66.0,147.0,5.42,169979.05,8.0,2.0,25.0,269430.13,302700.0,175500.0,478200.0,208769.87,43.66
PRJ-2019-155,PRJ-2019-155-SOV-07,82182.5,958.0,44.0,116.0,4.59,847316.82,7.0,0.0,0.0,929499.32,279100.0,0.0,279100.0,-650399.32,-233.03
PRJ-2019-155,PRJ-2019-155-SOV-08,107193.90999999999,1228.0,76.0,146.0,6.19,702919.54,8.0,2.0,25.0,810113.4500000001,270200.0,0.0,270200.0,-539913.4500000001,-199.82
PRJ-2019-155,PRJ-2019-155-SOV-09,206770.31999999998,2472.0,124.0,290.0,5.02,381983.95,6.0,0.0,0.0,588754.27,101300.0,0.0,101300.0,-487454.27,-481.2
PRJ-2019-155,PRJ-2019-155-SOV-10,114496.76999999999,1286.0,72.0,153.0,5.6,182526.37,3.0,1.0,33.33,297023.14,315800.0,188500.0,504300.0,207276.86,41.1
PRJ-2019-155,PRJ-2019-155-SOV-11,156655.83,1804.0,102.0,214.0,5.65,133702.72,8.0,1.0,12.5,290358.55,258700.0,138100.0,396800.0,106441.45000000001,26.82
PRJ-2019-155,PRJ-2019-155-SOV-12,102098.65,1170.0,80.0,138.0,6.84,200392.36,5.0,1.0,20.0,302491.01,271300.0,0.0,271300.0,-31191.01000000001,-11.5
PRJ-2019-155,PRJ-2019-155-SOV-13,53475.6,616.0,46.0,73.0,7.47,0.0,,,,53475.6,107700.0,0.0,107700.0,54224.4,50.35
PRJ-2019-155,PRJ-2019-155-SOV-14,43543.64,526.0,14.0,64.0,2.66,0.0,,,,43543.64,111600.0,60800.0,172400.0,128856.36,74.74
PRJ-2019-155,PRJ-2019-155-SOV-15,51173.259999999995,588.0,30.0,71.0,5.1,0.0,,,,51173.259999999995,75100.0,50800.0,125900.0,74726.74,59.35
PRJ-2019-155,PRJ-2019-155-SOV-18,0.0,,,,,44681.89,1.0,0.0,0.0,44681.89,,,,,
PRJ-2019-156,PRJ-2019-156-SOV-01,268813.68,3030.0,186.0,358.0,6.14,0.0,,,,268813.68,1835700.0,920500.0,2756200.0,2487386.32,90.25
PRJ-2019-156,PRJ-2019-156-SOV-02,99408.06,1168.0,60.0,140.0,5.14,0.0,,,,99408.06,811300.0,335000.0,1146300.0,1046891.94,91.33
PRJ-2019-156,PRJ-2019-156-SOV-03,129325.06,1568.0,80.0,188.0,5.1,1008840.9199999999,4.0,0.0,0.0,1138165.98,1959600.0,1056400.0,3016000.0,1877834.02,62.26
PRJ-2019-156,PRJ-2019-156-SOV-04,128820.54999999999,1458.0,84.0,171.0,5.76,1950270.0899999999,8.0,0.0,0.0,2079090.64,3108300.0,2042200.0,5150500.0,3071409.3600000003,59.63
PRJ-2019-156,PRJ-2019-156-SOV-05,141585.56,1642.0,84.0,196.0,5.12,1341011.29,3.0,1.0,33.33,1482596.85,2988700.0,1404200.0,4392900.0,2910303.15,66.25
PRJ-2019-156,PRJ-2019-156-SOV-06,60945.189999999995,696.0,30.0,84.0,4.31,741616.6,3.0,0.0,0.0,802561.7899999999,1654200.0,776500.0,2430700.0,1628138.21,66.98
PRJ-2019-156,PRJ-2019-156-SOV-07,70034.86,810.0,42.0,98.0,5.19,3408088.34,5.0,1.0,20.0,3478123.1999999997,757800.0,0.0,757800.0,-2720323.1999999997,-358.98
PRJ-2019-156,PRJ-2019-156-SOV-08,69376.5,770.0,48.0,90.0,6.23,2662666.45,3.0,0.0,0.0,2732042.95,695100.0,0.0,695100.0,-2036942.9500000002,-293.04
PRJ-2019-156,PRJ-2019-156-SOV-09,103491.48999999999,1230.0,52.0,150.0,4.23,1774504.25,4.0,1.0,25.0,1877995.74,437700.0,0.0,437700.0,-1440295.74,-329.06
PRJ-2019-156,PRJ-2019-156-SOV-10,84286.56999999999,956.0,62.0,113.0,6.49,790572.8400000001,3.0,1.0,33.33,874859.41,1793000.0,827800.0,2620800.0,1745940.5899999999,66.62
PRJ-2019-156,PRJ-2019-156-SOV-11,93529.53,1112.0,50.0,134.0,4.5,495630.98,4.0,0.0,0.0,589160.51,1151900.0,518900.0,1670800.0,1081639.49,64.74
PRJ-2019-156,PRJ-2019-156-SOV-12,84994.25,952.0,56.0,114.0,5.88,713210.0,4.0,0.0,0.0,798204.25,1330300.0,0.0,1330300.0,532095.75,40.0
PRJ-2019-156,PRJ-2019-156-SOV-13,30729.89,346.0,18.0,41.0,5.2,0.0,,,,30729.89,685800.0,0.0,685800.0,655070.11,95.52
PRJ-2019-156,PRJ-2019-156-SOV-14,31632.78,354.0,14.0,43.0,3.95,0.0,,,,31632.78,670500.0,264600.0,935100.0,903467.22,96.62
PRJ-2019-156,PRJ-2019-156-SOV-15,36311.799999999996,406.0,16.0,50.0,3.94,0.0,,,,36311.799999999996,485200.0,279700.0,764900.0,728588.2,95.25
PRJ-2019-157,PRJ-2019-157-SOV-01,419896.24,4860.0,296.0,561.0,6.09,0.0,,,,419896.24,307600.0,148900.0,456500.0,36603.76000000001,8.02
PRJ-2019-157,PRJ-2019-157-SOV-02,135978.81,1556.0,84.0,185.0,5.4,0.0,,,,135978.81,144600.0,82900.0,227500.0,91521.19,40.23
PRJ-2019-157,PRJ-2019-157-SOV-03,219330.33,2594.0,142.0,304.0,5.47,160887.5,7.0,2.0,28.57,380217.82999999996,378100.0,148100.0,526200.0,145982.17000000004,27.74
PRJ-2019-157,PRJ-2019-157-SOV-04,217129.47999999998,2500.0,138.0,297.0,5.52,193811.27999999997,4.0,0.0,0.0,410940.75999999995,456300.0,178400.0,634700.0,223759.24000000005,35.25
PRJ-2019-157,PRJ-2019-157-SOV-05,211294.65,2468.0,136.0,290.0,5.51,292210.31,4.0,2.0,50.0,503504.95999999996,344000.0,269000.0,613000.0,109495.04000000004,17.86
PRJ-2019-157,PRJ-2019-157-SOV-06,106358.56999999999,1216.0,68.0,141.0,5.59,171615.68,6.0,2.0,33.33,277974.25,204500.0,158000.0,362500.0,84525.75,23.32
PRJ-2019-157,PRJ-2019-157-SOV-07,124233.51999999999,1476.0,76.0,174.0,5.15,852645.0700000001,3.0,1.0,33.33,976878.5900000001,165200.0,0.0,165200.0,-811678.5900000001,-491.33
PRJ-2019-157,PRJ-2019-157-SOV-08,116314.29999999999,1300.0,84.0,156.0,6.46,608959.79,4.0,1.0,25.0,725274.0900000001,189800.0,0.0,189800.0,-535474.0900000001,-282.13
PRJ-2019-157,PRJ-2019-157-SOV-09,231573.91999999998,2728.0,140.0,322.0,5.13,434879.03,3.0,0.0,0.0,666452.95,115300.0,0.0,115300.0,-551152.95,-478.02
PRJ-2019-157,PRJ-2019-157-SOV-10,118773.2,1388.0,88.0,162.0,6.34,127246.87,5.0,2.0,40.0,246020.07,242700.0,117100.0,359800.0,113779.93,31.62
PRJ-2019-157,PRJ-2019-157-SOV-11,137606.96,1620.0,76.0,192.0,4.69,90311.01,5.0,3.0,60.0,227917.96999999997,170200.0,83100.0,253300.0,25382.030000000028,10.02
PRJ-2019-157,PRJ-2019-157-SOV-12,115035.81999999999,1320.0,58.0,159.0,4.39,139687.32,7.0,0.0,0.0,254723.14,209600.0,0.0,209600.0,-45123.140000000014,-21.53
PRJ-2019-157,PRJ-2019-157-SOV-13,42875.32,500.0,14.0,61.0,2.8,0.0,,,,42875.32,122800.0,0.0,122800.0,79924.68,65.09
PRJ-2019-157,PRJ-2019-157-SOV-14,29679.379999999997,346.0,10.0,43.0,2.89,0.0,,,,29679.379999999997,82100.0,37500.0,119600.0,89920.62,75.18
PRJ-2019-157,PRJ-2019-157-SOV-15,27839.239999999998,334.0,18.0,40.0,5.39,0.0,,,,27839.239999999998,58400.0,25500.0,83900.0,56060.76,66.82
PRJ-2019-158,PRJ-2019-158-SOV-01,307227.01999999996,3576.0,190.0,419.0,5.31,0.0,,,,307227.01999999996,229700.0,159200.0,388900.0,81672.98000000004,21.0
PRJ-2019-158,PRJ-2019-158-SOV-02,110117.43,1266.0,70.0,148.0,5.53,0.0,,,,110117.43,111400.0,56300.0,167700.0,57582.57000000001,34.34
PRJ-2019-158,PRJ-2019-158-SOV-03,143403.94,1688.0,52.0,206.0,3.08,195350.79,4.0,0.0,0.0,338754.73,399400.0,182400.0,581800.0,243045.27000000002,41.77
PRJ-2019-158,PRJ-2019-158-SOV-04,140629.09,1656.0,102.0,194.0,6.16,154017.54,3.0,1.0,33.33,294646.63,341600.0,143800.0,485400.0,190753.37,39.3
PRJ-2019-158,PRJ-2019-158-SOV-05,147293.91999999998,1710.0,104.0,205.0,6.08,247267.41999999998,5.0,1.0,20.0,394561.33999999997,370900.0,230900.0,601800.0,207238.66000000003,34.44
PRJ-2019-158,PRJ-2019-158-SOV-06,73705.20999999999,912.0,56.0,106.0,6.14,151855.47,3.0,3.0,100.0,225560.68,204800.0,141800.0,346600.0,121039.32,34.92
PRJ-2019-158,PRJ-2019-158-SOV-07,74392.93999999999,856.0,62.0,100.0,7.24,699112.23,8.0,0.0,0.0,773505.1699999999,162700.0,0.0,162700.0,-610805.1699999999,-375.42
PRJ-2019-158,PRJ-2019-158-SOV-08,68615.9,814.0,36.0,98.0,4.42,426235.02,5.0,0.0,0.0,494850.92000000004,102400.0,0.0,102400.0,-392450.92000000004,-383.25
PRJ-2019-158,PRJ-2019-158-SOV-09,178519.34,2066.0,130.0,243.0,6.29,250559.38999999998,8.0,2.0,25.0,429078.73,54500.0,0.0,54500.0,-374578.73,-687.3
PRJ-2019-158,PRJ-2019-158-SOV-10,83832.9,1002.0,28.0,122.0,2.79,154948.39,7.0,1.0,14.29,238781.29,268000.0,144700.0,412700.0,173918.71,42.14
PRJ-2019-158,PRJ-2019-158-SOV-11,137604.61,1568.0,94.0,184.0,5.99,102556.82,6.0,2.0,33.33,240161.43,129100.0,95700.0,224800.0,-15361.429999999993,-6.83
PRJ-2019-158,PRJ-2019-158-SOV-12,77254.4,898.0,40.0,105.0,4.45,59763.71,5.0,1.0,20.0,137018.11,118200.0,0.0,118200.0,-18818.109999999986,-15.92
PRJ-2019-158,PRJ-2019-158-SOV-13,42360.60999999999,478.0,28.0,57.0,5.86,0.0,,,,42360.60999999999,58000.0,0.0,58000.0,15639.390000000007,26.96
PRJ-2019-158,PRJ-2019-158-SOV-14,38182.09,450.0,22.0,56.0,4.89,0.0,,,,38182.09,79100.0,38400.0,117500.0,79317.91,67.5
PRJ-2019-158,PRJ-2019-158-SOV-15,35423.42,410.0,20.0,49.0,4.88,0.0,,,,35423.42,57100.0,26900.0,84000.0,48576.58,57.83
PRJ-2019-159,PRJ-2019-159-SOV-01,362629.82999999996,4132.0,250.0,479.0,6.05,0.0,,,,362629.82999999996,864000.0,360500.0,1224500.0,861870.17,70.39
PRJ-2019-159,PRJ-2019-159-SOV-02,131829.16999999998,1514.0,86.0,175.0,5.68,0.0,,,,131829.16999999998,238800.0,119400.0,358200.0,226370.83000000002,63.2
PRJ-2019-159,PRJ-2019-159-SOV-03,171680.06999999998,2010.0,88.0,240.0,4.38,572038.08,3.0,1.0,33.33,743718.1499999999,1337500.0,532500.0,1870000.0,1126281.85,60.23
PRJ-2019-159,PRJ-2019-159-SOV-04,181397.62999999998,2014.0,120.0,238.0,5.96,917724.52,5.0,0.0,0.0,1099122.15,1477700.0,854300.0,2332000.0,1232877.85,52.87
PRJ-2019-159,PRJ-2019-159-SOV-05,155805.38999999998,1804.0,126.0,208.0,6.98,757264.88,4.0,1.0,25.0,913070.27,1136700.0,704900.0,1841600.0,928529.73,50.42
PRJ-2019-159,PRJ-2019-159-SOV-06,104292.45,1210.0,46.0,147.0,3.8,269840.6,8.0,3.0,37.5,374133.05,392000.0,251100.0,643100.0,268966.95,41.82
PRJ-2019-159,PRJ-2019-159-SOV-07,101897.76,1162.0,64.0,142.0,5.51,1653596.92,3.0,0.0,0.0,1755494.68,355800.0,0.0,355800.0,-1399694.68,-393.39
PRJ-2019-159,PRJ-2019-159-SOV-08,101362.34999999999,1166.0,88.0,132.0,7.55,1645336.24,5.0,0.0,0.0,1746698.59,501400.0,0.0,501400.0,-1245298.59,-248.36
PRJ-2019-159,PRJ-2019-159-SOV-09,182005.93,2092.0,96.0,254.0,4.59,1271380.08,4.0,3.0,75.0,1453386.01,285500.0,0.0,285500.0,-1167886.01,-409.07
PRJ-2019-159,PRJ-2019-159-SOV-10,98412.65999999999,1170.0,68.0,139.0,5.81,397469.85,7.0,1.0,14.29,495882.50999999995,805600.0,370000.0,1175600.0,679717.49,57.82
PRJ-2019-159,PRJ-2019-159-SOV-11,121306.45,1450.0,72.0,177.0,4.97,183911.24,5.0,1.0,20.0,305217.69,378200.0,171200.0,549400.0,244182.31,44.45
PRJ-2019-159,PRJ-2019-159-SOV-12,91411.06,1086.0,38.0,133.0,3.5,323072.82,3.0,0.0,0.0,414483.88,438300.0,0.0,438300.0,23816.119999999995,5.43
PRJ-2019-159,PRJ-2019-159-SOV-13,44671.93,488.0,24.0,59.0,4.92,0.0,,,,44671.93,283300.0,0.0,283300.0,238628.07,84.23
PRJ-2019-159,PRJ-2019-159-SOV-14,35569.68,442.0,32.0,53.0,7.24,0.0,,,,35569.68,267500.0,131100.0,398600.0,363030.32,91.08
PRJ-2019-159,PRJ-2019-159-SOV-15,44929.42999999999,518.0,28.0,62.0,5.41,0.0,,,,44929.42999999999,147300.0,73300.0,220600.0,175670.57,79.63
PRJ-2019-160,PRJ-2019-160-SOV-01,312055.13999999996,3716.0,184.0,439.0,4.95,0.0,,,,312055.13999999996,249800.0,120900.0,370700.0,58644.860000000044,15.82
PRJ-2019-160,PRJ-2019-160-SOV-02,115887.56999999999,1348.0,66.0,159.0,4.9,0.0,,,,115887.56999999999,153200.0,81500.0,234700.0,118812.43000000001,50.62
PRJ-2019-160,PRJ-2019-160-SOV-03,137584.62999999998,1602.0,68.0,195.0,4.24,225116.09,7.0,1.0,14.29,362700.72,452200.0,205400.0,657600.0,294899.28,44.84
PRJ-2019-160,PRJ-2019-160-SOV-04,156458.62,1824.0,102.0,215.0,5.59,308161.95999999996,8.0,1.0,12.5,464620.57999999996,462200.0,281200.0,743400.0,278779.42000000004,37.5
PRJ-2019-160,PRJ-2019-160-SOV-05,145529.4,1644.0,94.0,195.0,5.72,170471.83000000002,3.0,1.0,33.33,316001.23,377100.0,155500.0,532600.0,216598.77000000002,40.67
PRJ-2019-160,PRJ-2019-160-SOV-06,91006.0,1052.0,76.0,122.0,7.22,119834.01000000001,6.0,1.0,16.67,210840.01,226900.0,109300.0,336200.0,125359.98999999999,37.29
PRJ-2019-160,PRJ-2019-160-SOV-07,84131.32999999999,928.0,54.0,111.0,5.82,702763.51,4.0,1.0,25.0,786894.84,216600.0,0.0,216600.0,-570294.84,-263.29
PRJ-2019-160,PRJ-2019-160-SOV-08,87220.81,1002.0,64.0,119.0,6.39,459442.07999999996,5.0,1.0,20.0,546662.8899999999,143700.0,0.0,143700.0,-402962.8899999999,-280.42
PRJ-2019-160,PRJ-2019-160-SOV-09,164842.93,1940.0,104.0,231.0,5.36,455350.77,8.0,0.0,0.0,620193.7,84000.0,0.0,84000.0,-536193.7,-638.33
PRJ-2019-160,PRJ-2019-160-SOV-10,88868.79999999999,1060.0,40.0,126.0,3.77,177997.31,4.0,2.0,50.0,266866.11,326100.0,162400.0,488500.0,221633.89,45.37
PRJ-2019-160,PRJ-2019-160-SOV-11,119699.87999999999,1386.0,70.0,163.0,5.05,90178.0,4.0,0.0,0.0,209877.88,139500.0,82200.0,221700.0,11822.119999999995,5.33
PRJ-2019-160,PRJ-2019-160-SOV-12,87206.43999999999,1020.0,36.0,126.0,3.53,130022.35999999999,3.0,0.0,0.0,217228.8,168900.0,0.0,168900.0,-48328.79999999999,-28.61
PRJ-2019-160,PRJ-2019-160-SOV-13,31272.37,388.0,16.0,48.0,4.12,0.0,,,,31272.37,82500.0,0.0,82500.0,51227.630000000005,62.09
PRJ-2019-160,PRJ-2019-160-SOV-14,33221.74,386.0,22.0,47.0,5.7,0.0,,,,33221.74,93100.0,34700.0,127800.0,94578.26000000001,74.0
PRJ-2019-160,PRJ-2019-160-SOV-15,37770.939999999995,420.0,8.0,51.0,1.9,0.0,,,,37770.939999999995,89100.0,33600.0,122700.0,84929.06,69.22
PRJ-2020-161,PRJ-2020-161-SOV-01,615326.0199999999,7124.0,400.0,817.0,5.61,0.0,,,,615326.0199999999,2781300.0,1676900.0,4458200.0,3842873.98,86.2
PRJ-2020-161,PRJ-2020-161-SOV-02,206709.49999999997,2360.0,158.0,280.0,6.69,0.0,,,,206709.49999999997,993700.0,397100.0,1390800.0,1184090.5,85.14
PRJ-2020-161,PRJ-2020-161-SOV-03,333610.88,3796.0,242.0,436.0,6.38,1300712.92,7.0,2.0,28.57,1634323.7999999998,3370700.0,1256300.0,4627000.0,2992676.2,64.68
PRJ-2020-161,PRJ-2020-161-SOV-04,344984.68,4032.0,222.0,471.0,5.51,2563737.48,3.0,2.0,66.67,2908722.16,3807800.0,2476200.0,6284000.0,3375277.84,53.71
PRJ-2020-161,PRJ-2020-161-SOV-05,310382.79,3566.0,206.0,417.0,5.78,2699615.66,7.0,1.0,14.29,3009998.45,3752900.0,2607400.0,6360300.0,3350301.55,52.68
PRJ-2020-161,PRJ-2020-161-SOV-06,171435.12,2002.0,90.0,240.0,4.5,1293480.68,6.0,2.0,33.33,1464915.7999999998,1919700.0,1249300.0,3169000.0,1704084.2000000002,53.77
PRJ-2020-161,PRJ-2020-161-SOV-07,170522.40999999997,2042.0,96.0,244.0,4.7,6770961.33,3.0,0.0,0.0,6941483.74,1900800.0,0.0,1900800.0,-5040683.74,-265.19
PRJ-2020-161,PRJ-2020-161-SOV-08,168211.03,1964.0,100.0,235.0,5.09,4483795.19,8.0,3.0,37.5,4652006.220000001,1723200.0,0.0,1723200.0,-2928806.2200000007,-169.96
PRJ-2020-161,PRJ-2020-161-SOV-09,390014.44999999995,4526.0,230.0,526.0,5.08,3603308.3,3.0,1.0,33.33,3993322.75,736900.0,0.0,736900.0,-3256422.75,-441.91
PRJ-2020-161,PRJ-2020-161-SOV-10,174900.09,2008.0,100.0,239.0,4.98,1812892.98,4.0,1.0,25.0,1987793.07,2670200.0,1751000.0,4421200.0,2433406.9299999997,55.04
PRJ-2020-161,PRJ-2020-161-SOV-11,244350.46999999997,2924.0,164.0,339.0,5.61,744640.19,4.0,1.0,25.0,988990.6599999999,1165500.0,719200.0,1884700.0,895709.3400000001,47.53
PRJ-2020-161,PRJ-2020-161-SOV-12,170168.91999999998,1966.0,116.0,234.0,5.9,883960.22,5.0,3.0,60.0,1054129.14,1780900.0,0.0,1780900.0,726770.8600000001,40.81
PRJ-2020-161,PRJ-2020-161-SOV-13,45413.78,522.0,44.0,61.0,8.43,0.0,,,,45413.78,998000.0,0.0,998000.0,952586.22,95.45
PRJ-2020-161,PRJ-2020-161-SOV-14,49016.189999999995,550.0,30.0,64.0,5.45,0.0,,,,49016.189999999995,881300.0,645300.0,1526600.0,1477583.81,96.79
PRJ-2020-161,PRJ-2020-161-SOV-15,44365.57,536.0,30.0,65.0,5.6,0.0,,,,44365.57,368400.0,179600.0,548000.0,503634.43,91.9
PRJ-2020-162,PRJ-2020-162-SOV-01,156398.31,1842.0,56.0,224.0,3.04,0.0,,,,156398.31,1574100.0,694200.0,2268300.0,2111901.69,93.11
PRJ-2020-162,PRJ-2020-162-SOV-02,48185.63,562.0,14.0,69.0,2.49,0.0,,,,48185.63,628800.0,386200.0,1015000.0,966814.37,95.25
PRJ-2020-162,PRJ-2020-162-SOV-03,82489.68,950.0,62.0,111.0,6.53,1220634.44,8.0,1.0,12.5,1303124.1199999999,2073000.0,1189400.0,3262400.0,1959275.8800000001,60.06
PRJ-2020-162,PRJ-2020-162-SOV-04,65923.04999999999,770.0,48.0,92.0,6.23,1341062.8,3.0,1.0,33.33,1406985.85,1958900.0,1306800.0,3265700.0,1858714.15,56.92
PRJ-2020-162,PRJ-2020-162-SOV-05,81110.51,948.0,56.0,114.0,5.91,1203098.99,5.0,0.0,0.0,1284209.5,2221400.0,1172300.0,3393700.0,2109490.5,62.16
PRJ-2020-162,PRJ-2020-162-SOV-06,46548.219999999994,536.0,24.0,63.0,4.48,609504.0,7.0,3.0,42.86,656052.22,1237300.0,593900.0,1831200.0,1175147.78,64.17
PRJ-2020-162,PRJ-2020-162-SOV-07,36916.399999999994,420.0,22.0,51.0,5.24,2526995.7199999997,6.0,0.0,0.0,2563912.1199999996,932900.0,0.0,932900.0,-1631012.1199999996,-174.83
PRJ-2020-162,PRJ-2020-162-SOV-08,39029.02,478.0,22.0,58.0,4.6,2422634.08,7.0,0.0,0.0,2461663.1,515200.0,0.0,515200.0,-1946463.1,-377.81
PRJ-2020-162,PRJ-2020-162-SOV-09,87341.23,996.0,54.0,119.0,5.42,2096245.5299999998,5.0,2.0,40.0,2183586.76,537700.0,0.0,537700.0,-1645886.7599999998,-306.1
PRJ-2020-162,PRJ-2020-162-SOV-10,41953.979999999996,456.0,30.0,53.0,6.58,604731.0,5.0,1.0,20.0,646684.98,1308900.0,589200.0,1898100.0,1251415.02,65.93
PRJ-2020-162,PRJ-2020-162-SOV-11,69263.65999999999,756.0,46.0,90.0,6.08,320549.45999999996,3.0,1.0,33.33,389813.11999999994,669600.0,312300.0,981900.0,592086.8800000001,60.3
PRJ-2020-162,PRJ-2020-162-SOV-12,36202.509999999995,440.0,14.0,54.0,3.18,512600.63999999996,7.0,1.0,14.29,548803.1499999999,973400.0,0.0,973400.0,424596.8500000001,43.62
PRJ-2020-162,PRJ-2020-162-SOV-13,16327.599999999999,208.0,2.0,27.0,0.96,0.0,,,,16327.599999999999,343400.0,0.0,343400.0,327072.4,95.25
PRJ-2020-162,PRJ-2020-162-SOV-14,12273.89,142.0,10.0,17.0,7.04,0.0,,,,12273.89,415600.0,219600.0,635200.0,622926.11,98.07
PRJ-2020-162,PRJ-2020-162-SOV-15,25212.609999999997,268.0,22.0,31.0,8.21,0.0,,,,25212.609999999997,209700.0,93500.0,303200.0,277987.39,91.68
PRJ-2020-163,PRJ-2020-163-SOV-01,594357.85,6870.0,394.0,784.0,5.74,0.0,,,,594357.85,314700.0,147700.0,462400.0,-131957.84999999998,-28.54
PRJ-2020-163,PRJ-2020-163-SOV-02,235066.55999999997,2690.0,158.0,309.0,5.87,0.0,,,,235066.55999999997,159600.0,97200.0,256800.0,21733.44000000003,8.46
PRJ-2020-163,PRJ-2020-163-SOV-03,319553.81999999995,3726.0,208.0,437.0,5.58,270966.70999999996,3.0,0.0,0.0,590520.5299999999,503100.0,282000.0,785100.0,194579.4700000001,24.78
PRJ-2020-163,PRJ-2020-163-SOV-04,322389.27999999997,3766.0,190.0,440.0,5.05,217046.81,5.0,0.0,0.0,539436.09,523300.0,225900.0,749200.0,209763.91000000003,28.0
PRJ-2020-163,PRJ-2020-163-SOV-05,331967.63999999996,3828.0,176.0,454.0,4.6,176368.53,6.0,1.0,16.67,508336.1699999999,493200.0,183600.0,676800.0,168463.83000000007,24.89
PRJ-2020-163,PRJ-2020-163-SOV-06,180121.37,2008.0,144.0,231.0,7.17,117776.64,7.0,2.0,28.57,297898.01,198000.0,122600.0,320600.0,22701.98999999999,7.08
PRJ-2020-163,PRJ-2020-163-SOV-07,195408.4,2266.0,120.0,270.0,5.3,843045.97,4.0,0.0,0.0,1038454.37,272400.0,0.0,272400.0,-766054.37,-281.22
PRJ-2020-163,PRJ-2020-163-SOV-08,162230.02,1984.0,110.0,231.0,5.54,466528.13,4.0,1.0,25.0,628758.15,151900.0,0.0,151900.0,-476858.15,-313.93
PRJ-2020-163,PRJ-2020-163-SOV-09,352682.51999999996,4054.0,226.0,475.0,5.57,467590.64,6.0,1.0,16.67,820273.1599999999,139000.0,0.0,139000.0,-681273.1599999999,-490.12
PRJ-2020-163,PRJ-2020-163-SOV-10,180237.16999999998,2142.0,118.0,249.0,5.51,153760.2,6.0,2.0,33.33,333997.37,370300.0,160000.0,530300.0,196302.63,37.02
PRJ-2020-163,PRJ-2020-163-SOV-11,223005.08,2618.0,120.0,312.0,4.58,86631.73,3.0,0.0,0.0,309636.81,153400.0,90100.0,243500.0,-66136.81,-27.16
PRJ-2020-163,PRJ-2020-163-SOV-12,196186.58,2294.0,116.0,276.0,5.06,129927.70999999999,4.0,1.0,25.0,326114.29,247500.0,0.0,247500.0,-78614.28999999998,-31.76
PRJ-2020-163,PRJ-2020-163-SOV-13,56129.7,632.0,28.0,77.0,4.43,0.0,,,,56129.7,154600.0,0.0,154600.0,98470.3,63.69
PRJ-2020-163,PRJ-2020-163-SOV-14,41010.78999999999,476.0,34.0,55.0,7.14,0.0,,,,41010.78999999999,112100.0,66900.0,179000.0,137989.21000000002,77.09
PRJ-2020-163,PRJ-2020-163-SOV-15,50338.399999999994,584.0,28.0,72.0,4.79,0.0,,,,50338.399999999994,74900.0,36700.0,111600.0,61261.600000000006,54.89
PRJ-2020-164,PRJ-2020-164-SOV-01,327157.91,3766.0,232.0,443.0,6.16,0.0,,,,327157.91,263400.0,171500.0,434900.0,107742.09000000003,24.77
PRJ-2020-164,PRJ-2020-164-SOV-02,127864.43,1462.0,110.0,170.0,7.52,0.0,,,,127864.43,96800.0,56300.0,153100.0,25235.570000000007,16.48
PRJ-2020-164,PRJ-2020-164-SOV-03,158691.88999999998,1808.0,62.0,215.0,3.43,209655.91,4.0,1.0,25.0,368347.8,416400.0,206100.0,622500.0,254152.2,40.83
PRJ-2020-164,PRJ-2020-164-SOV-04,158800.66,1806.0,104.0,216.0,5.76,210629.84,5.0,1.0,20.0,369430.5,518100.0,207000.0,725100.0,355669.5,49.05
